 	l'	ho	sentito	che	veniva	</S>
a41	0.0584470285	0.3341799485	0.346800025	0.011446947	0.246678965	0.00244715713
a31	0.0230368710033	0.333768614167	0.395695065	0.00751568148333	0.238718585	0.00126524379667
a24	0.0083809496711	0.114187777589	0.578643675	0.00602518531111	0.263695461667	0.0290669837656
a15	0.00529649439037	0.25236550073	0.409332731	0.0452159471037	0.232152767222	0.0556365825885
a28	0.106544534463	0.317906153577	0.1527147925	0.0868881490346	0.295013745741	0.0409326341962
a0	0.220173648154	0.143760545859	0.0993755903333	0.0919572116782	0.413430005247	0.0313029933987
a31	0.189546007385	0.0772690266197	0.104712758444	0.0988331525594	0.490162825082	0.0394762261329
a11	0.138013967128	0.0788606838732	0.075442991148	0.22099467752	0.393812545027	0.0928751203776
a31	0.120853565709	0.0991048129577	0.0791127803827	0.282086569173	0.218537348342	0.200304906793
a39	0.114573755236	0.110316674319	0.105117665461	0.213317113058	0.171727946114	0.284946835598
a20	0.121019641745	0.13056010144	0.11086505382	0.197673734353	0.134346572038	0.305534888533
</S>	0.124959770873	0.13905398072	0.11362240191	0.196113062176	0.126169771019	0.300081009266
