 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.371337963	0.067575663	0.0792704315	0.0789622975	0.190357604	0.011328532	0.193142355	0.00166606485	0.006359117101
a24	0.424076129667	0.042830384	0.0808919438333	0.0723653738333	0.193838055667	0.009726859	0.173548832333	0.000593621793333	0.00212880050967
a18	0.547334359889	0.0282172356667	0.0945876412778	0.0605394259444	0.189115612889	0.015198125	0.064057251111	0.000222334323111	0.000728027438557
a31	0.348351183296	0.0249062755556	0.130681083759	0.120376018648	0.286756880963	0.0191368836667	0.0691940667037	0.000314055233037	0.000283574472852
a37	0.169761882765	0.0231198488519	0.12813397592	0.206712336216	0.262887436988	0.0219296745556	0.182336678901	0.00494612278768	0.000172078520951
a21	0.0715443509217	0.0218824229506	0.11097440664	0.251356652072	0.169192448996	0.0268743535185	0.333630142967	0.0141933252626	0.00035193145365
a31	0.0544492386406	0.0197774183169	0.0875314855467	0.222425344024	0.136862679665	0.0353397171728	0.407786430989	0.0297534767542	0.00607426086788
a37	0.0455890405469	0.014023788439	0.0561544378489	0.168478354675	0.122303149888	0.0329902763909	0.512379476996	0.0298454929181	0.0182360256226
a19	0.019307685749	0.008948907813	0.0305653829496	0.112649218225	0.116038703296	0.020780509797	0.654579425665	0.016772570306	0.0203576005409
a37	0.0182881988163	0.009662739271	0.0275984719832	0.0853728727417	0.134170411099	0.027562147599	0.645954751888	0.015119805102	0.0362705781803
a31	0.0220189986054	0.0104438990903	0.0252208986611	0.0871947742472	0.141539097033	0.0379305171997	0.587081477296	0.014770008034	0.0738003093934
a39	0.0188561975351	0.0115674073634	0.023371500887	0.0799833830824	0.151440505678	0.0387618147332	0.582887562432	0.0106660311447	0.0824656181311
a35	0.016898338845	0.0138193554545	0.025708214629	0.0870863743608	0.156076615226	0.0361851539111	0.580189217477	0.0062988613149	0.077737884377
a20	0.0238566199483	0.0194676444848	0.0350061768763	0.0998406814536	0.186565671742	0.0369953813037	0.520483499159	0.00553699710497	0.0722472981257
a31	0.0293651486494	0.0243547838283	0.0553389466254	0.115914948818	0.252205343914	0.0418415647679	0.396626363053	0.0117810359017	0.0725717893752
a33	0.0235699622165	0.0239701079428	0.0678797555418	0.121489386273	0.280164481305	0.059058869256	0.355832051018	0.0120381380672	0.0559971795917
a23	0.0212577997388	0.0259168916476	0.0723755618473	0.117684890091	0.321459740435	0.0716319364187	0.332608633673	0.0062620462224	0.0308024586639
a31	0.0239652702463	0.0285852265492	0.118912190616	0.116696274697	0.296258086812	0.0545135508062	0.199745031224	0.0196418275075	0.141682488555
a37	0.0279026724154	0.0305595498497	0.181596820205	0.111530831566	0.294302655604	0.0337985956021	0.0913898160747	0.0342013191692	0.194717689518
a31	0.0307665971385	0.0321838242832	0.197278723402	0.103253685855	0.400801178535	0.029457119534	0.0573396436916	0.0370305950564	0.111888595506
a3	0.0473802220462	0.0488788674277	0.189799461134	0.109324367285	0.355421712845	0.044271684178	0.0702743905639	0.0582575283521	0.076391719502
a11	0.0717070723487	0.0739899791426	0.179168837045	0.122186005762	0.235151797615	0.064316696726	0.093554400188	0.084678500784	0.0752466685007
a31	0.0809845541162	0.0825541963809	0.163471459015	0.116540385254	0.185403935872	0.0747324425753	0.0966498067293	0.0907575485947	0.108905632834
a37	0.0845893767054	0.0856089837936	0.138781377672	0.107471878418	0.151124625291	0.0805861545251	0.0999995989098	0.0922358545316	0.159602120945
a11	0.0865300322351	0.0875319745979	0.111998320557	0.101095569473	0.116295561764	0.0825530535084	0.100081866303	0.0930000615105	0.220913536982
a39	0.084420808745	0.0850507965326	0.0984963001857	0.092890951491	0.0996203572547	0.0800977378361	0.0904432104343	0.0885442471702	0.280435552327
a20	0.0805612462483	0.0808760388442	0.0902644400619	0.085734075497	0.0898680440849	0.076664857612	0.0822669551448	0.0827307790567	0.331033544109
a44	0.0733455954161	0.0730922996147	0.084270533354	0.0784390751657	0.082889667695	0.070761624204	0.0742554167149	0.0712234063522	0.391722388036
a31	0.0777412718054	0.0761432715382	0.086510011118	0.0807310937219	0.0871055038983	0.074270583068	0.0757989472383	0.0725774087841	0.369121916012
</S>	0.0869638409027	0.0844394932691	0.090450050559	0.086591634861	0.0936885419491	0.081530094034	0.0813931286191	0.082217004392	0.312726208006
