 	non	aveva	da	stare	</S>
a37	0.053710307	0.0958978425	0.0771789045	0.748512665	0.02470028565
a38	0.0453726833333	0.1603995875	0.140207926167	0.643879921667	0.01013988785
a24	0.0230549012778	0.1352480825	0.152048169389	0.685530273889	0.00411857798333
a8	0.0308839049259	0.185265474167	0.129976093796	0.65198892463	0.00188562614444
a17	0.196953300309	0.209923581389	0.178148574599	0.412822281543	0.00215226919815
a31	0.272571083436	0.0976661461297	0.1312597922	0.462419413848	0.0360835698994
a20	0.153745427145	0.0461708917099	0.0688718737333	0.664445964616	0.0667658339665
a8	0.0922968323817	0.0381053699033	0.0631708035778	0.642974048205	0.163452911989
a31	0.0800608214606	0.0550630153011	0.0697785591926	0.406190336068	0.388907240663
a20	0.0826955638202	0.070133311767	0.0759315610642	0.216873902023	0.554365650221
a31	0.0880798899401	0.0815347739223	0.0876974903547	0.137285690674	0.60540216674
a8	0.0911278053134	0.0875167099741	0.0955403601182	0.110003551558	0.61581157558
a31	0.101450591771	0.0994921319914	0.107165033373	0.110497925186	0.58139429186
</S>	0.114831415885	0.112701600996	0.118175941687	0.105629202593	0.54866181593
