 	li	vestono	i	genitori	</S>
a31	0.22022208435	0.0649021705	0.3290011275	0.260898845	0.1249757825
a46	0.109743387683	0.115797378833	0.401293965833	0.310148228333	0.0630170741667
a18	0.0778565052277	0.213271059611	0.411201865278	0.260417006111	0.0372536193889
a35	0.0458111894092	0.345356763204	0.428472798426	0.162965272037	0.0173940253296
a15	0.262095178136	0.310824981068	0.284313786142	0.133751642346	0.0090144488432
a39	0.500200759379	0.191958757023	0.141738546714	0.114559532449	0.0515424308144
a31	0.448364979793	0.156842162341	0.101209380238	0.153525800816	0.140057706938
a11	0.344664953264	0.13842549078	0.127279490079	0.206734190272	0.182895895646
a20	0.286089647755	0.144006513593	0.162565500026	0.218290516757	0.189047825215
a31	0.228091862585	0.147291041198	0.164373943342	0.195967268919	0.264275891738
a39	0.188338030862	0.151673403733	0.161489311114	0.173845216306	0.324654037246
a20	0.173800986954	0.157777511244	0.164201043705	0.168647882102	0.335572572415
a46	0.168163428985	0.160742190415	0.164739297902	0.165946154034	0.340408914138
a31	0.172540546328	0.168727756805	0.170670005967	0.169659081345	0.318402584713
a15	0.176513098776	0.173977868935	0.175618658656	0.174483280448	0.299407094904
a24	0.188350189592	0.184555799645	0.183725356219	0.180399813483	0.262968854968
a20	0.195008699864	0.189394359882	0.186883682073	0.183075394494	0.245637864989
a31	0.188944633288	0.184445863294	0.183960624024	0.182901104831	0.259747764996
a13	0.180358444429	0.177424267765	0.180206134675	0.184034038277	0.277977108332
a46	0.173738358143	0.170626215922	0.177436878225	0.187528899426	0.290669639444
a14	0.167672632714	0.163867358641	0.174959572742	0.192333516475	0.301166896481
a20	0.156687507571	0.151928226214	0.168242114247	0.195135955492	0.328006168827
a31	0.160452305857	0.156443652071	0.169684548082	0.191307641831	0.322111842942
</S>	0.169452332928	0.166685161036	0.174920604041	0.187757480915	0.301184431471
