 	qualcuno	al	telefono	vuole	sapere	dell'	Anna	</S>
a23	0.000579413553	0.032040093	0.01650512712	0.0064732225	0.10118131	0.54862365	0.137294445	0.157302784128
a31	0.00355824621967	0.0397738976667	0.0212442807067	0.0070211307	0.142376823333	0.634593206667	0.0979966903333	0.0534357700947
a29	0.0228277407399	0.0698818368889	0.155434970569	0.0321183347667	0.180917634444	0.468329245556	0.0514228181111	0.0190674663482
a46	0.0328454052466	0.12196470563	0.238640876856	0.0682250415889	0.231552564815	0.229864241852	0.0699931287037	0.00691406961273
a11	0.0198887825155	0.104810580543	0.129195824285	0.062536173863	0.210578961605	0.168009180617	0.300683692901	0.00429681635091
a20	0.0243946572718	0.0670419198477	0.062098781095	0.0690692012877	0.142266243868	0.142297910206	0.486287580967	0.0065437084503
a8	0.128643615757	0.0802301142826	0.0545923646983	0.102319980429	0.138524277956	0.113402436735	0.373471153656	0.00881606648343
a31	0.150262807252	0.0689560924275	0.0446629115661	0.0867122774763	0.182765745985	0.0829670029117	0.365584094552	0.0180890561611
a38	0.0593157137507	0.0402620241425	0.031871464522	0.0850463664921	0.314789648662	0.0880408016372	0.361188924851	0.019485015287
a31	0.0282482604836	0.0334365277142	0.0307616088407	0.0873986178307	0.397929092887	0.0987669305457	0.293034218284	0.0304247209957
a24	0.0150862247279	0.0224079969047	0.0230921757802	0.0706576149436	0.381984387629	0.0840737848486	0.350353256095	0.0523445603319
a37	0.0125250002426	0.0203637649682	0.0269219104267	0.0949024783145	0.41181420921	0.0835608276162	0.302775305365	0.0471365087773
a15	0.0174055917475	0.0206520833227	0.0277625398089	0.108402716105	0.47911032307	0.139572453872	0.180797231788	0.0262970343591
a31	0.0190400659158	0.0202191831076	0.0279109039363	0.101600590368	0.478948501023	0.153766501291	0.113013550596	0.085500657553
a20	0.0243484713053	0.0286729637025	0.0383336413121	0.103352841789	0.495201740341	0.10983654043	0.084074855532	0.116178912518
a31	0.0412440621018	0.0426108579008	0.0490633484374	0.10991512393	0.483490640114	0.08558689581	0.0597692205107	0.128319834173
a37	0.0635193540339	0.0622818693003	0.0660070358125	0.107115537977	0.345980143371	0.0942237676033	0.0534767635036	0.207395538058
a46	0.075860622678	0.0724416784334	0.0739649236042	0.100274179326	0.23789555779	0.124826239201	0.0597320731679	0.255004739353
a20	0.0744303255593	0.0726945681445	0.0740378412014	0.093219676442	0.187336834597	0.132319879734	0.057537957056	0.308422923118
a24	0.0867047851864	0.0831810860482	0.0831896670671	0.0937954271473	0.143160353532	0.118170019911	0.0515184386853	0.340280257706
a31	0.100336086729	0.0965288286827	0.0960200943557	0.101958340716	0.128817144511	0.0933573299703	0.0446922218951	0.338289979235
a17	0.0917708805763	0.0893289362276	0.0889903081186	0.0928466549053	0.10951265817	0.108122156657	0.0518099406317	0.367618486412
a20	0.0799498601921	0.0778548987425	0.0775001307062	0.0804636929684	0.09200606939	0.132555365552	0.0617124202106	0.397957602137
a38	0.075893060064	0.0745734929142	0.0744179269021	0.0773455543228	0.08845006313	0.144809835184	0.0661610467369	0.398349040712
a31	0.0866545880213	0.0857346809714	0.085645917634	0.0879986834409	0.0972324330433	0.129433128395	0.0629276022456	0.364372980237
a17	0.0946204190071	0.0933318136571	0.093082555878	0.0947062198136	0.101139859681	0.108777922798	0.0591727774152	0.355168460079
a31	0.099335104669	0.097926873219	0.0976055319593	0.0987718766045	0.10340011656	0.102595180933	0.0606991891384	0.339666166693
a37	0.104478790223	0.103478483073	0.103245833986	0.104039245535	0.10735812552	0.0985562069777	0.0650645683795	0.313778778898
</S>	0.0991105581115	0.0978553115365	0.097548373993	0.0983369477675	0.10128356276	0.106638878489	0.0699623321898	0.329264054449
