 	lo	sentii	ee	che	arrivava	</S>
a15	0.377095257485	0.00209175992025	0.307278123	0.108430905	0.13416904935	0.070934839522
a31	0.126358021785	0.000701164991583	0.502214174333	0.0952620643333	0.251789559783	0.023674964412
a46	0.0469140152283	0.000466901768528	0.562477424778	0.0426348967778	0.339280086594	0.00822667382733
a8	0.0216829447428	0.000766426722843	0.509619481593	0.154601324926	0.310033095531	0.00329675654244
a31	0.0101684297476	0.000662220424281	0.437044950531	0.226993151642	0.323568205177	0.00156307911415
a23	0.0224134374159	0.000955104158094	0.459976466844	0.196062730547	0.318080355059	0.00251196260472
a8	0.131402947805	0.00297167208603	0.455356898948	0.213218096849	0.190576038353	0.00647438863491
a38	0.212744129268	0.00416911219534	0.422935442983	0.206353262283	0.145852036118	0.00794602034497
a20	0.181596923089	0.00424221279845	0.438098247661	0.175088905428	0.194602695373	0.00637099658166
a28	0.136872539363	0.00404509159948	0.408139982554	0.133049373143	0.306624418458	0.0112685971939
a20	0.100876066121	0.00307182579983	0.438254014185	0.152608734381	0.293237436153	0.0119519559646
a23	0.090386076707	0.00555785466661	0.440299624728	0.277152164794	0.180246205384	0.00635811122153
a31	0.086456225569	0.00828302055554	0.419538774909	0.266515799598	0.161828775128	0.0573774314072
a29	0.0760133618563	0.0139062771852	0.473549791636	0.141200461199	0.181380795043	0.113949355802
a33	0.0577937756188	0.0207662217284	0.435458657212	0.180519613733	0.184052011681	0.121409780601
a29	0.0441700902063	0.0238584892428	0.430450512404	0.187819263244	0.17441706056	0.139284633534
a27	0.0543790567354	0.0404684774143	0.459953357468	0.113066618081	0.167486610187	0.164645914511
a46	0.0615169179118	0.0509069054714	0.451057825823	0.091818461027	0.186085023396	0.158614831504
a20	0.0671582549706	0.0573539378238	0.445400745274	0.0797012836757	0.189021861132	0.161363870501
a31	0.0927761183235	0.0787531789413	0.409546148425	0.0630847625586	0.169544147044	0.1862956335
a7	0.112313939441	0.0988542046471	0.306606649475	0.0605257041862	0.147809382348	0.2738900945
a1	0.10318614648	0.0967352482157	0.248862966492	0.0771153867287	0.137418347449	0.336681858167
a20	0.09528468216	0.0921256627386	0.237033735497	0.0874003722429	0.13293155915	0.355223979389
a31	0.11688416072	0.113998034246	0.189582608499	0.0849764127476	0.13400115305	0.360557646463
a20	0.119483934907	0.117026464749	0.156026461166	0.0824061329159	0.126740507683	0.398316495488
a31	0.112590942969	0.111091129916	0.129813482055	0.085849318972	0.115873669228	0.444781451829
a23	0.104772334323	0.103689541639	0.114648714018	0.086787124324	0.106431289743	0.483670983943
</S>	0.0905985821615	0.0901248108195	0.096924757009	0.084564317162	0.0917800248715	0.546007491972
