 	avete	fatto	già	le	verdure	</S>
a6	0.2017796285	0.3049577285	0.256230425	0.175621695	0.04367476015	0.0177357667525
a46	0.0790436405	0.6064148295	0.212743503667	0.079018983	0.0167519818167	0.0060270696525
a21	0.0694101388333	0.728298243167	0.145916163222	0.0464371283333	0.00760351367223	0.00233479618417
a20	0.310674276278	0.462855941056	0.147024643074	0.0753958854444	0.00300175966408	0.00104744073472
a24	0.609634972093	0.168882742019	0.118804645025	0.0996282868148	0.00146811099469	0.00158119638491
a31	0.666990370698	0.0729451123397	0.166700250342	0.0859063449383	0.0036435760649	0.00381431609497
a14	0.547770043566	0.0536142531132	0.253756723447	0.119700752646	0.0167757536883	0.00838242613166
a41	0.504034034522	0.0545597100377	0.259039337816	0.136810660882	0.0346455132294	0.0109106903772
a37	0.456827578174	0.0686921366792	0.257724849272	0.155588046961	0.0365594097431	0.0246079571257
a31	0.302127286058	0.0891446122264	0.302777043091	0.22739788232	0.0276001879144	0.0509530100419
a6	0.185230051353	0.121786004075	0.26291092103	0.350888970773	0.0284009106381	0.0507831513473
a46	0.159922849784	0.156490594692	0.24831170701	0.364876613591	0.0304829248794	0.0399153191158
a31	0.163739946595	0.190917061564	0.26777186567	0.268965521197	0.0404231262931	0.0681825103719
a17	0.120515192198	0.273468433855	0.229064175223	0.225791977066	0.052459584431	0.098700660124
a20	0.101866402399	0.325887381285	0.184561715074	0.168450129022	0.052808150477	0.166426236708
a31	0.0864460424663	0.276942803762	0.137747005025	0.128117909674	0.080389290159	0.290356962236
a17	0.0925926454888	0.208230364587	0.116669607008	0.116972929891	0.107103158386	0.358431297412
a20	0.100522116496	0.168636534862	0.111019154336	0.111855873297	0.096040494462	0.411925815804
a31	0.0975227954987	0.138023813621	0.101204581445	0.0987258944323	0.090144086154	0.474378821935
a20	0.0940231018329	0.10960098654	0.093308063815	0.0919421748108	0.0903699100513	0.520755740645
a17	0.091598390611	0.0993310955133	0.0905582979383	0.0904300732703	0.0842668200171	0.543815313548
a31	0.096121673537	0.100412890171	0.0939970726461	0.0929817727568	0.0877922000057	0.528694404516
a23	0.0943226298457	0.096030615057	0.092469230882	0.0922041175856	0.0884093086686	0.536564101505
a31	0.0950527052819	0.0960594916857	0.093766870294	0.0940206025285	0.0899369335562	0.531163377168
a8	0.0965717717606	0.0970195138952	0.0954042684313	0.0955270741762	0.0915464385187	0.523930902389
a31	0.100549967254	0.100422834632	0.0992976844771	0.0994705467254	0.0957918048396	0.50446713413
a28	0.108585099085	0.107117968211	0.106367981492	0.105830550908	0.106463781613	0.465634571377
a21	0.0984676863617	0.0964331560703	0.0963622938307	0.0964870503027	0.0986318572043	0.513617917126
a31	0.0926061121206	0.0905640100234	0.0904179912769	0.0905999067676	0.0938910177348	0.541920939042
</S>	0.0975457860603	0.0954587370117	0.0950182856384	0.0946323033838	0.0992175418674	0.518127319521
