 	lo	sentii	che	arrivò	</S>
a11	0.4321227425	0.0033739894	0.06255303075	0.365117145	0.136833125
a31	0.176566657167	0.00193002946667	0.0738279579167	0.620159211667	0.127516145
a28	0.127511147056	0.00283363142222	0.207126026972	0.566599473889	0.095929695
a37	0.110980855685	0.00624635747407	0.544428072324	0.268108284963	0.0702364284667
a20	0.227387311895	0.00713948182469	0.621966237441	0.118820313321	0.0246866431222
a31	0.349661123965	0.0042695462749	0.343860970814	0.28631675244	0.0158915775407
a1	0.299905614655	0.00190165467163	0.120157936938	0.563592834147	0.0144419433802
a0	0.217331351552	0.00116588237054	0.044772825546	0.695515408049	0.0412145389934
a17	0.178326303851	0.00222595525685	0.0172980287487	0.741122282683	0.0610274383311
a31	0.221810944617	0.0156563403189	0.0112503019162	0.678770347561	0.0725120614437
a0	0.217352898206	0.024628852773	0.0147283266387	0.611564635854	0.131725270481
a46	0.194601072735	0.0463305469243	0.0302439368796	0.512384378618	0.21644003016
a31	0.197302747578	0.0957958289748	0.0608044762932	0.343189816206	0.302907113387
a18	0.174413275859	0.120138252992	0.0827788170977	0.237639632069	0.385030031129
a31	0.162150025286	0.133207354331	0.101334949033	0.193233514023	0.41007417371
a39	0.152399781762	0.136577841444	0.111442104344	0.167302628008	0.432277677903
a31	0.145828260587	0.136330217148	0.118704182781	0.155223672669	0.443913705968
a46	0.140758220196	0.134834677049	0.12195965426	0.146275964223	0.456171515323
</S>	0.129113885098	0.123816795525	0.11398820213	0.135917232111	0.497163907661
