 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.4903105075	0.15737326	0.28825646835	0.0193170595	0.024978036	0.00592606161	0.01383861195
a20	0.215191640833	0.239707463333	0.47520818945	0.0422876515	0.0200267904333	0.00207347625333	0.00550483201667
a31	0.112939856944	0.300417964444	0.522130996483	0.0494780138333	0.0108028062444	0.00077443003111	0.00345595073889
a37	0.0709726483147	0.397260864815	0.476114122161	0.0441401792778	0.00871047974813	0.000329628213703	0.00247210348963
a31	0.0731154121049	0.366103858272	0.485557964054	0.0377685324259	0.0333299645827	0.0017694636379	0.00235484197321
a30	0.068197817035	0.197123833424	0.494642244685	0.0229361718086	0.202600186861	0.0094955978793	0.00500415755774
a13	0.032987215345	0.0846244154747	0.320962628228	0.0141450869362	0.502709528954	0.0354214726264	0.00914963218591
a20	0.0171732894483	0.0347474221582	0.141618731076	0.0226219263121	0.714445362985	0.0548764425421	0.0145168113953
a41	0.0193974941494	0.0254380823861	0.0747620870253	0.045222316104	0.748821620995	0.0543949901807	0.0319634054651
a33	0.0384251113831	0.0409504091287	0.0684170740084	0.0685384820347	0.620606796998	0.0602851910602	0.102776924488
a31	0.0744447391277	0.0756634363762	0.0916219746695	0.0948289873449	0.385181015666	0.0851058350201	0.193154024829
a41	0.109508638376	0.109741085459	0.117584978223	0.124544389115	0.225716395222	0.115095429673	0.19780911161
a0	0.137078446125	0.13613625182	0.138820639408	0.149130213038	0.157287388407	0.141922719891	0.139624400537
a31	0.145087395375	0.143689167273	0.143773199803	0.152342921013	0.113777036136	0.149236823297	0.152093483512
a24	0.132708141792	0.131709489091	0.131845616601	0.138820003671	0.109503520045	0.136770164432	0.218643041171
a31	0.114428087264	0.113694284697	0.1137075472	0.11901797789	0.103736621348	0.118150938144	0.31726454039
a20	0.0964264557547	0.0960590232323	0.0963071574	0.100085539297	0.0960416737827	0.0983324393813	0.416747713463
</S>	0.0913419278774	0.0910609766162	0.0913787887	0.0949457596485	0.0953135568914	0.0929601846906	0.442998791732
