 	sta	e	dorme	nel	letto	</S>
a33	0.0655264635	0.42157533	0.36060348	0.103146923	0.0050135875	0.044134168029
a31	0.0478008901667	0.5365616	0.337310746667	0.043368437	0.0200494501667	0.014908875829
a37	0.0600632533889	0.336878821667	0.263861498889	0.0196666234667	0.313799708056	0.00573008947633
a31	0.11515410113	0.209984165556	0.17071505963	0.0078156382889	0.492916682685	0.00341433222544
a13	0.21805854371	0.203014301852	0.300773196543	0.0062608730963	0.269321812228	0.00257123667515
a20	0.20821078457	0.142725035284	0.528692565514	0.0059927055321	0.109790208743	0.00458863749172
a24	0.10859936319	0.0839248857613	0.708962671838	0.0147263646774	0.0696580462477	0.0141286111639
a28	0.0520708083967	0.0554160045871	0.701242660613	0.0825116535591	0.0893943387492	0.0193645077213
a31	0.0378823264656	0.0526993048624	0.595319620204	0.182709887853	0.112123432916	0.0192653952404
a35	0.0422180874885	0.0565822416208	0.502887146735	0.252866382618	0.119336294305	0.0261098314135
a18	0.0620893331628	0.0763220405403	0.411593688912	0.263518287539	0.138597011435	0.0478796681378
a31	0.0962765477209	0.109888843513	0.310238582971	0.220321562513	0.153795213812	0.109479272713
a13	0.12443279924	0.131647761171	0.22855926099	0.189458044171	0.164002654604	0.161899480904
a39	0.138847539747	0.141695997057	0.19232497033	0.176439704724	0.164729074868	0.185962690301
a31	0.139920459916	0.141293049019	0.164077466777	0.157362101575	0.152545471623	0.2448014201
a21	0.134687999972	0.13516855634	0.148584248926	0.145361850525	0.144294457208	0.2919028767
a31	0.131371779991	0.131519975447	0.141034296309	0.139173266842	0.141348352403	0.315552315567
</S>	0.129248274996	0.129334057723	0.134645508154	0.133987283421	0.138518176202	0.334266672783
