 	da	da	un	famoso	poeta	</S>
a31	0.360207931	0.270101605	0.268655021	0.09991838373	8.8462641e-06	0.00110822763
a37	0.181624914333	0.189581456667	0.399996593667	0.22798967791	5.48923401e-05	0.000752482183333
a31	0.182739038111	0.117590437222	0.459963484556	0.238222472637	8.93858093667e-05	0.00139515501444
a28	0.160266812704	0.111719269074	0.556475028185	0.169619760879	7.04604841222e-05	0.00184864983815
a31	0.189324800901	0.148057716358	0.535109682728	0.125631350293	5.45260607074e-05	0.00182191401272
a20	0.352460213634	0.162498132119	0.413908247576	0.0625202620977	7.46666545691e-05	0.00853848790424
a13	0.423980224545	0.163332447373	0.353161715859	0.0380931523659	0.00020799760819	0.0212245056347
a39	0.355014781515	0.175235475791	0.38707594862	0.0516860357886	0.000361391106063	0.0306263925449
a31	0.255805787172	0.172410345264	0.40605925954	0.11152830393	0.00276535676202	0.0514309398483
a35	0.206462802391	0.169882435088	0.349533456513	0.142780052977	0.00816250162067	0.123178746616
a31	0.170477588797	0.150621011696	0.240715338838	0.124038850992	0.0303690697069	0.283778168872
a17	0.128472207599	0.121264173899	0.155405546279	0.111753781997	0.055858216569	0.427246106291
a31	0.110309532533	0.1074420513	0.120197112093	0.103195887332	0.070191925523	0.488663498764
</S>	0.102216276266	0.10069169065	0.107393356046	0.098578758666	0.0781976827615	0.512922229382
