 	sono	stato	sempre	poveretti	</S>
a20	0.0183807805	4.46470165e-05	0.4470337445	0.46364982	0.0708910053
a4	0.0629332411667	0.0002514765315	0.6995854615	0.209229755	0.0280000523
a31	0.208451470389	0.0005165653105	0.617853957167	0.13867746	0.0345005527667
a38	0.422208143463	0.0028688794035	0.432118122389	0.108796979333	0.0340078826556
a31	0.610152814488	0.0043426814345	0.28074373413	0.0903390624443	0.0144216732852
a7	0.647146904829	0.00288947257817	0.153562031377	0.148287887481	0.0481136584284
a31	0.519517788276	0.00221105505939	0.144216337126	0.251459862494	0.0825949478095
a21	0.301362732759	0.00162340878646	0.296760999042	0.316534994165	0.0837178726032
a20	0.139575154253	0.00152113342882	0.408679106347	0.372547871388	0.0776767398677
a8	0.075715314751	0.00279203724294	0.441666608782	0.412103733796	0.0677222989559
a31	0.0489581992503	0.0120249028476	0.360122689594	0.492250871265	0.0866433079853
a33	0.0465852474168	0.0246982682825	0.225802703198	0.536095377088	0.166818387662
a20	0.0817007058056	0.0685615200942	0.188397647733	0.383810159029	0.277529965887
a31	0.189475301935	0.176118630031	0.122678040911	0.224938376343	0.286789691962
a7	0.271729277312	0.254293393344	0.074780940637	0.131502837448	0.267693613987
a31	0.294775829104	0.278318184448	0.0682066975457	0.077934082816	0.280765237996
a11	0.265856889701	0.253196794816	0.0789687245152	0.0587378269387	0.343239785999
a31	0.2172843399	0.208311791605	0.101530974838	0.0535043266462	0.419368595333
a13	0.181452489967	0.175748627202	0.111442451613	0.0617962488821	0.469560208444
a18	0.145200639989	0.140196634401	0.108748007204	0.0770518396274	0.528802919481
a31	0.150462209996	0.146907750134	0.119322125735	0.0779461432091	0.505361816494
</S>	0.164979514998	0.162558120067	0.130757407868	0.0742762616046	0.467428723247
