 	non	sono	ancora	vestita	</S>
a31	0.334696141	0.0656204685	0.59746615	0.00010710782	0.0021101070625
a23	0.427806221	0.0529771601667	0.518038895667	0.00040922516	0.000768486585833
a31	0.764855073667	0.0529641077222	0.181014161556	0.00076480454	0.000401833391944
a7	0.752199824556	0.0403770312407	0.204803431185	0.00206727063333	0.000552429120648
a31	0.611016228185	0.10915167308	0.270109353728	0.00760741344444	0.00211532422355
a13	0.417623722728	0.207735347693	0.339233934576	0.0146361968148	0.0207708051412
a31	0.190814539909	0.181588525898	0.563595658192	0.0321847022716	0.0318166030471
a37	0.0883507856363	0.124102815299	0.699989702731	0.0599291887572	0.0276275410157
a18	0.0640231085454	0.102892718433	0.664542307577	0.0757140129191	0.0928278646719
a31	0.0703594695151	0.0888840911443	0.449137272526	0.0791708943064	0.312448268224
a46	0.0774534411717	0.0846488487148	0.238757470842	0.0812183947688	0.517921839408
a8	0.0835503250572	0.0870902395716	0.166118593614	0.0856057665896	0.577635063136
</S>	0.0871937325286	0.0896309147858	0.146266451807	0.0885552857948	0.588353581568
