 	si	è	rotta	la	coppa	</S>
a31	0.0010963967	0.14144731795	0.33586241985	0.01358997585	0.44390161	0.064102268
a20	0.00101323193333	0.14305019665	0.662095093283	0.00612945691667	0.161651308333	0.0260607194333
a19	0.00058094843111	0.05555560455	0.872264551094	0.00525596270556	0.0569110776777	0.00943185496777
a18	0.00124647849704	0.0309434571833	0.929476950365	0.00652476023519	0.0243842614592	0.00742408171259
a27	0.0384836295657	0.0704005163944	0.737360383455	0.0309142617451	0.112000179486	0.0108409822375
a31	0.0510493451886	0.0792064364648	0.360572780485	0.055040243915	0.443741626495	0.0103895357458
a39	0.0251142053962	0.0398319531549	0.135647917495	0.100534491305	0.687633042165	0.0112383892486
a31	0.0198217831321	0.0298322460516	0.0635417394983	0.181224243768	0.672512014055	0.0330679607495
a46	0.018446417044	0.0248956930172	0.0461472531661	0.352782887923	0.488638168018	0.0690895622498
a31	0.0388888720147	0.0438326953391	0.055993756722	0.378724555974	0.259422906006	0.22313719275
a20	0.0676358806716	0.070352400113	0.067587663574	0.247179025325	0.164875130669	0.38236986425
</S>	0.0776719553358	0.0802655200565	0.075282956787	0.226878602662	0.135661678334	0.404239247125
