 	mia	figlia	vuole	andare	</S>
a46	0.1034727895	0.20926508	0.58770662	0.0973426775	0.00221284555
a31	0.1104763265	0.455904083333	0.37321007	0.0585266507667	0.00188288638333
a7	0.0578901645	0.481088697778	0.25377778	0.160286198522	0.0469571736611
a20	0.0409942061667	0.235072032593	0.284089953333	0.371010639507	0.068833167887
a31	0.0642028693889	0.122092732864	0.228037862444	0.553455913169	0.0322106431957
a46	0.0991733981296	0.0796495109547	0.136366692148	0.61572220439	0.0690882216319
a31	0.131122389377	0.128888691652	0.188576804049	0.42707100813	0.124341130544
a46	0.160847379792	0.227354333884	0.27394762135	0.204537917043	0.133312793515
a31	0.191437273264	0.274186597961	0.276391413783	0.114481310014	0.143503434505
a11	0.222843844421	0.274113212654	0.264896857928	0.0849071760047	0.153238941502
a3	0.240097221474	0.271382254218	0.255584865976	0.0753796963349	0.157556000501
a31	0.224654483825	0.241630248073	0.232338388659	0.097610440445	0.203766450167
a27	0.208087751275	0.217810062691	0.214044012886	0.117329983482	0.242728186722
a0	0.226157820425	0.249687607564	0.224801477629	0.0967478331607	0.202605235574
</S>	0.242209585212	0.279782533782	0.233918513814	0.0757206895803	0.168368637787
