 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.154140996901	0.00270951788	0.00695018435	0.0004314287	0.002137397	0.000589554215	0.000533299855	0.000313771895	0.0644421575	0.0587635785	0.022275203	0.044199894	0.0020365500975	0.00078552195	0.3792588025	0.029637603	0.01723124615	0.0767019555	0.029476465	0.00842056935	0.0891931478	0.009771155865
a8	0.051813498868	0.00129580724667	0.00790929301667	0.00807082633333	0.0133651856	0.008518582705	0.00810000743167	0.0129834351483	0.219412659167	0.0679640075	0.038314741	0.0274341463333	0.0243824190325	0.00182696178333	0.3914647125	0.0198515331333	0.00785876155	0.0296741691667	0.017991699	0.00852764071667	0.0299552074333	0.00328471412
a31	0.0179991955227	0.00089909714889	0.00884423643889	0.0114595577778	0.0171786041667	0.0116888535683	0.0122144860439	0.0181772235494	0.492706206389	0.0586121981667	0.0507040936667	0.0239626454444	0.0350063236775	0.00203731249444	0.1582380245	0.0074596846211	0.00427462745	0.0128399751222	0.0225847376667	0.0211283038389	0.0108239238111	0.00116069697167
a18	0.0127391107742	0.00324266828296	0.012731006913	0.0154274582593	0.0118501416889	0.0123572051894	0.00965636724797	0.0116954903498	0.484890885463	0.0437172167222	0.0997025678889	0.0629526061481	0.0257534885592	0.00301412406481	0.0756377545	0.00305653887037	0.00407622635	0.0098659491074	0.0360272182222	0.0566239442796	0.0045277759037	0.000454260200557
a31	0.0126131237581	0.00571104826099	0.0143092492043	0.0171855464198	0.010578244763	0.0130118857298	0.00757586228266	0.00878164494993	0.244188398488	0.0280258011741	0.12007173663	0.150068182049	0.0213784291864	0.0042814933216	0.0556628208333	0.00348616884346	0.00687566711667	0.0195251587025	0.0676437960741	0.18674831276	0.0021118663679	0.000165565012186
a28	0.00974466241937	0.00512343525366	0.0065219475681	0.0082731313066	0.006524933321	0.00670535174327	0.00357958846089	0.00374324481664	0.0966006428293	0.0118563279914	0.0682812828767	0.323892300683	0.0124181405955	0.00373175104053	0.0575642719444	0.00744966794782	0.00743948820556	0.0292108419008	0.074987419358	0.253686027587	0.0025928676893	7.26726687287e-05
a31	0.0108752681398	0.00425204198455	0.00337646888937	0.0044745638022	0.005039658507	0.00391650118109	0.00201311158696	0.00193486752555	0.0393792100764	0.00892474483047	0.0411971542922	0.479846836894	0.0082900743985	0.00319800131351	0.0690861726481	0.0205584386493	0.00569097023519	0.0283908369669	0.0432357114527	0.209444925862	0.00677086432977	0.000103590145576
a46	0.0139633737133	0.00413454502818	0.00250906916312	0.00342345223407	0.00732546970233	0.00356441196036	0.00161638579565	0.00173286676185	0.0179420455921	0.0102172947768	0.0258030254307	0.491613855631	0.00945581446617	0.00376303477117	0.113089309549	0.0722952045498	0.0052550125784	0.0234771873223	0.0246280518176	0.149604545287	0.0140666731099	0.000519385485192
a31	0.0164715905711	0.00390509457606	0.00223514745437	0.00295087744469	0.00714088556744	0.00321614492012	0.00161306399855	0.00167721735395	0.010347467464	0.0190716389256	0.0189297021436	0.35867504521	0.00849149638872	0.00363217325706	0.11437903985	0.0960572548499	0.00526013215947	0.0219200744408	0.0374433259392	0.218678851762	0.0440617750366	0.00384203026173
a18	0.0171027931904	0.00326562582535	0.00205295991812	0.00254133694823	0.00647010618915	0.00267879894004	0.00162413676618	0.00155741071798	0.00706867065467	0.0252087123085	0.0145510273812	0.24110558507	0.00731659336291	0.00309957958569	0.0917096566167	0.16554548495	0.00621551718649	0.0287868568136	0.0488730586464	0.247521333921	0.0675641150122	0.00814066942058
a31	0.0174280297301	0.00283644960845	0.00199799093937	0.00239452561608	0.00610049849638	0.00248006804668	0.00163795868873	0.00153516927266	0.00581243321822	0.0286133184362	0.0125854567937	0.186152428357	0.00672437238764	0.00287381042856	0.0788278228722	0.182851378983	0.0069839503955	0.0306305612712	0.0513714162155	0.190983841307	0.165526511671	0.0136520014735
a37	0.01804936691	0.00217810113615	0.00222953224646	0.00255357007203	0.00559571759879	0.00253416358223	0.00198444819624	0.00177536295755	0.00592677607274	0.0347224984787	0.0125863095979	0.138216779452	0.00601962772921	0.00281848454285	0.0573681196241	0.154348646994	0.00963981413183	0.0289585834237	0.0561275254052	0.194850617102	0.24185310389	0.0196628474912
a31	0.01864685397	0.00163839814538	0.00256614078215	0.00288752552401	0.00573562846626	0.00286545032741	0.00245562219875	0.00216912168585	0.00674273335758	0.0379254354929	0.0132603901993	0.115761199817	0.00608077174307	0.00310822458095	0.0507505738747	0.142008645665	0.0120129883773	0.0280353301412	0.0467319801351	0.162744649034	0.312777091297	0.0230952508304
a20	0.01916936199	0.00162811698179	0.00491808386072	0.00564598124134	0.00863618508875	0.00568682690914	0.00531976129958	0.00492837659528	0.0105950887859	0.0545457564976	0.0177296227331	0.0913457132723	0.00877759441436	0.00540075726032	0.0546642306249	0.125068028555	0.0167353561258	0.0327929073804	0.039881996045	0.131469448345	0.333501050432	0.0215597539435
a21	0.0182971069967	0.00181850222726	0.00792148695357	0.00999504074711	0.0184575590296	0.010650898303	0.00910768943319	0.00903436353176	0.015100260262	0.0716640621659	0.0225715232444	0.101095561091	0.0180327791381	0.00911376575344	0.068930921875	0.137034126185	0.0193456948753	0.0338790597935	0.0306158783483	0.0879333647817	0.271370260144	0.0280300989812
a20	0.0214792989989	0.00217072527575	0.00999592565119	0.012418684249	0.0209090360099	0.013056243101	0.0118454666444	0.0113555765106	0.021424831754	0.0981788140553	0.0326785324148	0.11871021703	0.0204408613794	0.0111422342511	0.0739358189583	0.102129392062	0.0226643297918	0.0336540222645	0.0313511271161	0.0748532049272	0.224155676715	0.0314499976604
a3	0.020377038333	0.00254235992525	0.0109491265504	0.0165692157497	0.0263674913366	0.0177450447003	0.0164019260481	0.0157095605035	0.0286907922513	0.125266018018	0.0412133121383	0.118766685677	0.0238436001265	0.0115769907504	0.0739749363194	0.0739616206873	0.0241385995973	0.0315614570882	0.0302451077054	0.0742285349757	0.180031308905	0.0358392602201
a31	0.0131178017777	0.00274433920842	0.0115403745168	0.0228717689166	0.0335937831122	0.0247822205668	0.023487917016	0.0224411815012	0.0392637614171	0.164783819339	0.0521266940461	0.114344845226	0.0287900010422	0.0115093762501	0.0708267887731	0.0467457082291	0.0197990415324	0.0187981646961	0.0208455875685	0.0706257956586	0.145846821968	0.0411141780734
a24	0.00983199575923	0.00402482873614	0.0105723446723	0.0265114459722	0.0822626427041	0.0436320721889	0.0297661243387	0.0340411938337	0.049411470139	0.145176092446	0.0484935960154	0.090561521742	0.0345628863474	0.0115814189167	0.0561061319244	0.0332668274097	0.0173747531775	0.0138707225654	0.0158132071895	0.0551685825529	0.118566716323	0.0694033926911
a31	0.00847700375308	0.00569787104538	0.00992061205743	0.0369076299907	0.112099882901	0.063906614063	0.0436773101129	0.0515842989446	0.060984877713	0.125027483482	0.0413858876718	0.0559516792473	0.0397921977825	0.0113209514722	0.0359129363081	0.0257889901366	0.0190668670592	0.0131428638551	0.0154289517298	0.0453637275176	0.0993763021077	0.0791850542304
a20	0.010093844751	0.00816817581513	0.0118349623525	0.0443177009969	0.1073213763	0.082925968021	0.0584177767043	0.0713484496482	0.076949874571	0.121844957827	0.0412809085573	0.0408005567491	0.0369480875942	0.0126052456574	0.0305125587694	0.0257324943789	0.0222182350197	0.0271673869517	0.0288337672433	0.0399676508392	0.0564685793692	0.0442414687435
a31	0.0114072507503	0.010194029605	0.0123960577842	0.0445327593323	0.111868125433	0.0990514893403	0.0669919889014	0.0861617878827	0.088726434857	0.0951592592757	0.0344739461858	0.0302048539164	0.0320512491981	0.0132355110525	0.0247800572565	0.0255836781263	0.0240506766732	0.0337896636506	0.0364537117478	0.0389908652797	0.0438467744564	0.0360498235812
a17	0.0138602565834	0.0130706238683	0.0145624919281	0.0430443821108	0.106095758478	0.108014776447	0.0674437416338	0.0919122426276	0.0919659149523	0.0830166564252	0.0323109673953	0.0280704129721	0.0308361247327	0.0155971430175	0.0242229857522	0.0257801127088	0.0257909625577	0.0347233198835	0.0428014052493	0.0379402017599	0.0345587691521	0.0343807015271
a31	0.0168625681945	0.0164383686228	0.017263665976	0.0386670080369	0.103455802826	0.118916058816	0.0644960908779	0.0976278375425	0.0934594349841	0.0578288698084	0.0289555287984	0.0272127126574	0.0301932965776	0.0184750886725	0.0239237085841	0.0270838815696	0.0261728221859	0.0368498192945	0.0486872604164	0.0353974565866	0.031678765384	0.0403539088424
a13	0.0206083703982	0.0207603362076	0.0209568806587	0.0360245433456	0.0872833576087	0.101015974605	0.055571380626	0.0828883238475	0.0789100749947	0.0471482709361	0.0289991072661	0.0321189992191	0.0351796735259	0.0232532448908	0.0270971818614	0.0341703335232	0.028911737062	0.0448908240982	0.0630247634721	0.0371584598622	0.0381598224613	0.0558683342808
a31	0.0244950594661	0.0249516584025	0.0247599425529	0.0340495867819	0.0737613258696	0.087121546535	0.0466393822087	0.0693602026158	0.0649445683316	0.0387570616454	0.029743424422	0.0355968124064	0.038491902842	0.0274709429636	0.0299161626205	0.0389424115077	0.030903773354	0.0518316076994	0.0763295594907	0.0382550669541	0.0427532541538	0.0709247467603
a17	0.0272346624887	0.0274300388008	0.027344924851	0.0342070652606	0.0625810772899	0.0802726115117	0.0446321980696	0.0645991022053	0.0601936094439	0.0373574685485	0.0309238461407	0.0342585084688	0.035961793614	0.0290391503212	0.0310167842068	0.0367234185026	0.0323221777847	0.0539505705665	0.0924354381636	0.038306604318	0.0392941573846	0.0799147992534
a13	0.0303431351629	0.0308421416003	0.030539386617	0.0345032800869	0.0548917987633	0.0622456188372	0.0397052893565	0.0516627054018	0.048943857148	0.0350163018495	0.0327046630469	0.0375855128229	0.0394852118713	0.0326074407737	0.0335599374023	0.0404857948342	0.0335500449282	0.0602495121888	0.107923976055	0.038940358106	0.0426475507949	0.0815664994178
a38	0.0305415300543	0.0310026492001	0.0307660398723	0.035451131029	0.0588835239211	0.0709311032791	0.0422112647855	0.0575049038006	0.053784394716	0.0353366919498	0.0331538700156	0.0372983886076	0.0393557099571	0.0326846922579	0.0333470044674	0.0391715969447	0.0329730776427	0.0526710017296	0.0931264453517	0.0372418080353	0.0386635159316	0.0838996744726
a31	0.0316430006848	0.0318367677334	0.0317878566241	0.036881310343	0.0593812379737	0.077391979093	0.0451111505952	0.0625477299335	0.0581488852387	0.0371728789833	0.0342472073385	0.0362043972025	0.0377517976524	0.0329710234193	0.0336573401558	0.0368024199816	0.0337405062142	0.0442459635765	0.0729399817839	0.0371318980118	0.0336389506439	0.0947657464909
a46	0.0341166572283	0.0343009572445	0.0342277228747	0.037528672781	0.0520498373246	0.0640930616977	0.0427535488651	0.0541514166445	0.0512517884129	0.0377239223278	0.0358602227795	0.0376047990675	0.0386818258841	0.0351731528064	0.0356501033853	0.0380110343272	0.0357907547381	0.0429539201922	0.0673219872613	0.0384453926706	0.0343212868813	0.117987947164
a20	0.0349835957428	0.0352390284148	0.0351383896249	0.037514145927	0.0483855271082	0.0565109258992	0.041088352955	0.0492360488815	0.0471442908043	0.0372447587759	0.0363160829265	0.0380964740225	0.039115730628	0.0360391759355	0.0362840691284	0.0387896534424	0.036154274246	0.0444119983974	0.0687762110871	0.0381332932235	0.0358457469604	0.129552219055
a31	0.0374282852476	0.0375353811383	0.0374991232083	0.0392286156423	0.0464655223694	0.0533746162997	0.0419880223183	0.0480362306272	0.0464788742681	0.0391257842586	0.0383364256422	0.0391769256742	0.039774376876	0.0379893459785	0.0382537117095	0.0396341748141	0.0385437704153	0.0436366061325	0.0600452766957	0.0409383947412	0.0366919223201	0.119818593018
a17	0.0384099380825	0.0385941453794	0.0384967244028	0.0395686742141	0.0448958481231	0.0477792550999	0.0410000657728	0.0445400295424	0.0436875654227	0.0392988040862	0.0390607948807	0.0404484785581	0.0410593316253	0.0391237693262	0.0393163519032	0.0411219566047	0.0395446658051	0.0445577030442	0.0593010065652	0.0418613512471	0.0383976701067	0.119935857673
a31	0.0388578800275	0.0390470177931	0.0389405768009	0.0398214510714	0.0444736277077	0.0463646603666	0.0409001802576	0.0437338881808	0.0430854418076	0.0395327406954	0.0394215909602	0.0408671348527	0.0414506425418	0.0395688987754	0.0398093596344	0.0417483532016	0.0402036296017	0.0454736786814	0.0587524855217	0.042784463749	0.0392034427022	0.115958867891
a49	0.0402450456758	0.040261192931	0.0401998756003	0.0408484580238	0.0439565635692	0.0458274781222	0.0417316827525	0.0438744743936	0.0433924749359	0.0407662448985	0.0405503929867	0.0413792869509	0.0416830268473	0.0405611772585	0.0408034492115	0.0419065407339	0.0413541032006	0.0443528212271	0.0537495975072	0.0444087962497	0.0429440599007	0.105203267964
a35	0.0374806868919	0.0374743293103	0.0373980852001	0.0394340716746	0.0488425311897	0.0559313873741	0.0425777269175	0.0496413017979	0.047864321312	0.0391822529662	0.0383889106622	0.0396905976503	0.0404552659491	0.0380648064195	0.0382086230705	0.0398760379113	0.0381794700669	0.0427883140757	0.0591719848357	0.0424549104166	0.0489623003002	0.097932123988
a37	0.035512187964	0.0354547041034	0.0354063197334	0.0384077985582	0.0514499437299	0.0631919441247	0.0432745789725	0.053860358266	0.0511404834373	0.0382960069887	0.0368397355541	0.0380580992168	0.038975966983	0.0361294841398	0.0363793376902	0.0380994173038	0.036376132689	0.0420449656919	0.0631175382786	0.0413630768055	0.0476234497667	0.0989985326627
a31	0.037822884988	0.0376933290345	0.0376718165778	0.0394680625194	0.04679523791	0.0543892787082	0.0424412129908	0.0488025617553	0.0471682021458	0.0396700283296	0.038549542518	0.0391822957389	0.0395870569943	0.0380495357133	0.0383290825634	0.0391226781013	0.0386413148963	0.0420177522306	0.0588101827595	0.0421604046018	0.0426820315889	0.110945504221
a37	0.0383947643293	0.0383561803448	0.0383067991926	0.0392026681731	0.04319925497	0.0463633599027	0.0405527699969	0.0436186689184	0.0428599260486	0.0392765344432	0.0387749048393	0.0395291065796	0.0398095259981	0.0386516072378	0.0388467321878	0.0397810840338	0.0390662596321	0.0441820587435	0.0634975842532	0.0415932715339	0.041275183863	0.12486172474
a31	0.0381681707764	0.0381873807816	0.0381318790642	0.0386160617244	0.0410681523233	0.0422679279676	0.0392411046656	0.0408170699728	0.0404554826829	0.0385958431477	0.0384048489464	0.0391442695265	0.039374098666	0.0384409487459	0.0386343587293	0.0397486306779	0.0388935652107	0.0462147342478	0.0681363374177	0.0411807765113	0.040852375621	0.135425998247
a28	0.0390266605921	0.0390284935939	0.0389907213547	0.0392792232415	0.0407633757744	0.0414239543225	0.0396390818885	0.0405653599909	0.0403684948943	0.0392820360492	0.0391596709821	0.0396502315088	0.0397835585553	0.0391904632486	0.0393818202431	0.040237436226	0.0397131637369	0.0461322480826	0.0643511084726	0.0417428738371	0.041023217207	0.131266836082
a31	0.0395695655307	0.0395727488646	0.0395373327849	0.0397193794138	0.0407697462581	0.0409954911075	0.0399077119628	0.040463178997	0.0403609876314	0.0397004726831	0.0396519883274	0.0400882748363	0.0401966675184	0.0397086527495	0.0398749944144	0.0406596914087	0.0401775862456	0.0461543053609	0.0626105251575	0.0419814589457	0.0415140787357	0.126785167027
a46	0.0377495811769	0.0377931096215	0.0377467172616	0.0379377078046	0.039160203086	0.0391913397025	0.0380938093209	0.0386471596657	0.0385520372105	0.0378586632277	0.0378702247758	0.0384421402788	0.0386040875061	0.0379737915832	0.0381905451381	0.0393897518029	0.0385338104152	0.0484023591203	0.0732517040525	0.0405797573152	0.0405684469119	0.145463057342
a31	0.0373207617256	0.0373838522072	0.0373397820872	0.0374992006015	0.0385934530287	0.0384962285675	0.0376053824403	0.0380495022219	0.0380149130702	0.0374252354092	0.0374512212586	0.0380013530929	0.0381551108354	0.0375581818611	0.0379580647127	0.0394698719343	0.0387923881384	0.0507326540401	0.0757929446842	0.0418552407717	0.040232069304	0.146272607781
a49	0.0390047402419	0.0390272214024	0.0389989273624	0.0390916405338	0.0397444516762	0.0396632768558	0.0391487031468	0.0394023657406	0.0394189536901	0.0390766628031	0.0390714437529	0.0394195553643	0.0394958402785	0.0391326059537	0.0395385552376	0.0407059539781	0.0404925973795	0.04949598168	0.0667226482281	0.0437145792572	0.042217554768	0.127415757927
a31	0.0392761010806	0.0392030004675	0.0391619601208	0.0397862535113	0.0425697925587	0.0447921946186	0.0407166903823	0.0428525069135	0.0423501355634	0.0397834342677	0.0394884669176	0.0400544324548	0.0402521677595	0.0394144816512	0.0396279717459	0.040473513326	0.0400622151265	0.04518400656	0.0612761127427	0.0428515920857	0.042557426256	0.118265545976
a37	0.0382332220269	0.0381519811558	0.0380956017069	0.0389414245038	0.0427338315196	0.0457106705395	0.0401958194608	0.0430847323045	0.0423854235211	0.0389190914226	0.0385354423059	0.0393165508183	0.0395997712532	0.0384455465504	0.038625330582	0.0396283651087	0.0389110720422	0.0450088688533	0.0665167809142	0.0418851060286	0.041627576752	0.125447788659
a43	0.0304003333423	0.0320885740519	0.0311685202356	0.0338490191679	0.0724965078399	0.0524871835132	0.0341435658203	0.0414497184348	0.040205454507	0.0306122191409	0.032913474102	0.0472332896061	0.0531048814177	0.0360806331835	0.0357961198607	0.0539267090362	0.0330510603474	0.0557526829511	0.0684334789714	0.0354701400095	0.0414468022507	0.107889642886
a31	0.0290855021141	0.031341216684	0.0301524274119	0.033398086056	0.0832764659466	0.0557399138377	0.0333633242734	0.0420266938116	0.0406739748357	0.0291709717136	0.0323078387007	0.050918958202	0.0585743494726	0.0364972510612	0.0363199272869	0.0602047006787	0.0333721567825	0.0605625989837	0.0599378223238	0.0368572950032	0.0409983307502	0.0852201942953
a17	0.034974672038	0.0357498288947	0.0353394571373	0.0364519436853	0.0533519676489	0.0440478156126	0.0364396847578	0.0393966059372	0.0389979032786	0.0350502312379	0.0360917402336	0.0424749204007	0.0450580434909	0.0375221120204	0.0378430300956	0.0467323378929	0.0377870575942	0.0542302043279	0.0659332531079	0.0416064346677	0.0405176869167	0.124403078098
a31	0.0370125920127	0.0372864362982	0.0371343347124	0.0375560275618	0.0435442375496	0.0403994788709	0.0375829519193	0.0387075616457	0.0385714880929	0.0370737160793	0.0374231134112	0.0397400161336	0.0406454691636	0.0379352013401	0.0382263200319	0.0418390592976	0.0385791808647	0.0501612631093	0.0680459213693	0.0412705268892	0.0405107906389	0.140754336033
a39	0.0361921080042	0.0364231880994	0.0362904742375	0.0365776311873	0.0400900398499	0.038138039957	0.0365269529731	0.0372010942152	0.037149888031	0.0362019760264	0.0365076901371	0.0382761820445	0.0388789997212	0.03694201778	0.037259583344	0.0402117897659	0.0377009612882	0.0520123970364	0.0797873724564	0.0406000819631	0.0403699718796	0.150661575344
a37	0.0346602733347	0.0349032593665	0.0347686210792	0.0350012493958	0.0377565662833	0.0359875536523	0.0348741763244	0.0353405347384	0.0353356903437	0.0346238226755	0.034961302379	0.0366450306815	0.0371792855737	0.03540834826	0.0357457241147	0.0386944832553	0.0361989127627	0.0534216953455	0.0890887074855	0.0393002256544	0.0397056399599	0.170398898448
a31	0.0372969511116	0.0373992524555	0.0373378540264	0.0374584147986	0.0387206437611	0.0380254342174	0.0374290241081	0.0376921712461	0.0377141971146	0.0373209425585	0.0374395941263	0.0382050002272	0.0384278875246	0.0376294417533	0.0380021793716	0.0397342310851	0.0387571449209	0.0506232137818	0.0741573948285	0.0417154598848	0.04043284932	0.148480712816
</S>	0.0392127655558	0.0392657542277	0.0392279455132	0.0393152223993	0.0401209918806	0.0397757136087	0.0393225180541	0.039531138123	0.0395573725573	0.0392565362792	0.0393014120631	0.0397728801136	0.0398974037623	0.0394070583766	0.0397643496858	0.0410094255426	0.0405737549605	0.0492027268909	0.0653378759142	0.0432843219424	0.04133623966	0.126526596408
