 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
a23	0.0056098825175	0.003537309455	0.007109808015	0.0011305149	0.000277098397	0.000714672015	0.0001083824465	0.0003826439	0.00034492344	0.0001271482485	0.00232988145	0.02640493715	0.088104482	0.43102698	0.076857131	0.0860663615	0.0028970608	0.266970717093
a31	0.0019353331775	0.001461702255	0.002754509615	0.00098669471	0.000298536475667	0.000969148805	0.000102289928833	0.00036688792	0.000298695383333	0.0001109345923	0.00197488394	0.0110174477	0.0515866178667	0.380213480667	0.372987879	0.0825863091667	0.00135006972	0.0889985442426
a5	0.000856076305833	0.000811827311667	0.00134119772167	0.000420086086667	0.000156306527222	0.000847560711667	5.2575319611e-05	0.000199882940667	0.000185926087778	3.97671194333e-05	0.00105835737	0.00392691169667	0.0185251510556	0.132611781889	0.728660026333	0.0797972483889	0.000818923893333	0.0296904209109
a7	0.000581207035278	0.00253883029722	0.00274699882389	0.00190871230222	0.00231632238441	0.00469053831389	0.0011940318032	0.00329902566089	0.00268506098593	0.000680743992344	0.00115386912333	0.00382047547889	0.0244724975852	0.266175578296	0.592608958778	0.0785867817963	0.000626385468378	0.00991401924497
a37	0.00158126645843	0.00499928053241	0.00506647127463	0.00405638300074	0.00504689566147	0.010508094438	0.0026558612344	0.00770887355363	0.00828220566198	0.00195803419745	0.00174042260778	0.0081896228263	0.0685952738617	0.518486426099	0.313219962926	0.0343846145988	0.000213038735626	0.00330729382009
a7	0.00531948058614	0.0047824595108	0.00475668065821	0.00412009936691	0.00486526285382	0.010854024146	0.0026318476448	0.00807687198454	0.0113078392207	0.00262352896582	0.00262484660259	0.0131857396088	0.134438364621	0.5836111587	0.184026544309	0.0215832638663	8.2686152442e-05	0.0011093007088
a20	0.00912242719538	0.00352639287027	0.0034603209194	0.00314815148897	0.00353617458461	0.00790915604867	0.00205145134827	0.00629495822818	0.0110735414069	0.00258145938861	0.00453760826753	0.0193252162029	0.209526864874	0.571036486233	0.12033773977	0.0219484976221	0.000176399349147	0.000407139767267
a31	0.0107097797318	0.00259020055676	0.0025204634398	0.00246430172966	0.00258605796154	0.00567402268289	0.00174415514942	0.00438471237606	0.00958948126897	0.0022802244962	0.00714092125584	0.026598624401	0.273952821625	0.511087928744	0.09149607159	0.0439448635407	0.000829896716382	0.000405450695756
a17	0.00851664814393	0.00207574188559	0.00206122591327	0.00212920187655	0.00216120402051	0.00434616706096	0.00160616498314	0.00346784085869	0.00799843468966	0.00226015569873	0.00821740975195	0.034180877467	0.324637450542	0.451195826248	0.06811949953	0.0745085731802	0.00195296483879	0.000564609665252
a29	0.00523813311464	0.00175422202853	0.00180044733776	0.00187955919218	0.0018994552735	0.00334584065365	0.00146490562771	0.0031472566529	0.00678580979655	0.00227247179958	0.00804686758398	0.045881898489	0.354111796847	0.408271518749	0.0451252161767	0.103664357727	0.0041971012796	0.00111312912175
a39	0.00457079400488	0.00174055144284	0.00182504581259	0.00195625336406	0.0019218813245	0.00311286568455	0.0015940933759	0.00289627871763	0.00596826113218	0.00227862216653	0.00852782186133	0.0561799814963	0.353330112282	0.375914879583	0.0398032603922	0.130019172576	0.0066814020932	0.00167867417392
a31	0.00462006626829	0.00190574164761	0.00209235337086	0.00238040678802	0.00227620260817	0.00366873869485	0.00200983595863	0.00295471157254	0.00616985327739	0.00253144872218	0.0102819992871	0.0713005324988	0.320600714094	0.336923363194	0.0430868284641	0.167177507525	0.0108470023644	0.00917268619131
a3	0.00399028668943	0.00164248028254	0.00202275259029	0.00267573699601	0.00253433676939	0.00389048869828	0.00226260291954	0.00313301059085	0.00622606055913	0.00288493080739	0.0106229687624	0.1035835075	0.292764814698	0.289509754398	0.0378273151547	0.194783235842	0.0269988577881	0.0126469047304
a29	0.00333128409648	0.00134257982751	0.00195722239676	0.00309348299867	0.00293959085646	0.00399368536609	0.00260640987318	0.00367596303028	0.00636598118638	0.00352077516913	0.0101795739208	0.1350562825	0.278735124899	0.263314928133	0.0266928070516	0.192212761947	0.0499674339294	0.0110141545768
a20	0.00353993389883	0.00163301360917	0.00251306359892	0.00406084366622	0.00386370848549	0.00496199025536	0.00350361942439	0.00456223077676	0.00740330539546	0.00448724022304	0.0121115971403	0.142047734167	0.2543863083	0.249485452711	0.0265275366839	0.203411670649	0.0604652339765	0.0110355270589
a31	0.00408089363294	0.00185869463639	0.00293569949964	0.00502901122207	0.00470233759516	0.00634711708512	0.00435945804146	0.00509437802559	0.00892425413182	0.00521885740768	0.0156076078801	0.143758538056	0.231815249433	0.241177674237	0.033989896228	0.190134886883	0.0596000636588	0.035365377553
a13	0.00376009394431	0.00147953170213	0.00231405926655	0.00571160707402	0.00475982909839	0.00663212536171	0.00419385458049	0.0046447477752	0.0100635832106	0.00609496186923	0.01630752796	0.177022112685	0.210137109811	0.218344638079	0.0320043834093	0.152072435628	0.100313909553	0.0441434781843
a29	0.00330247161477	0.00130103912404	0.00186127122218	0.00803895069134	0.0059394659328	0.00773685178724	0.00485563752683	0.00492484792507	0.0120676619035	0.00862210218974	0.0171563749867	0.210597237562	0.188476309937	0.195859962693	0.0262549278031	0.131120071876	0.140651833184	0.0312329893948
a41	0.00341797297159	0.00171926910801	0.00239270667406	0.0124368658971	0.0090936474776	0.0112087709291	0.00741870017561	0.00687527464169	0.0162841669678	0.0129468383966	0.0212728429956	0.222004602521	0.157254369979	0.175108614231	0.0285509412677	0.124097970625	0.163398134395	0.0245183509649
a10	0.0034223074572	0.002019375136	0.00258320862469	0.0139476099657	0.00897662799253	0.0112141683097	0.0072411267252	0.0065771002139	0.0185734179893	0.0142221707989	0.0250290603319	0.23370440084	0.153309319993	0.17567670141	0.0330471530892	0.103192633542	0.136220510798	0.0510431204883
a24	0.0041117299524	0.00282632257867	0.0030817252749	0.0123131733219	0.00660630733084	0.0083774797699	0.00539013524173	0.00523814940463	0.0196407416631	0.0125778815996	0.0293372261106	0.32271361028	0.152489259998	0.17455360047	0.0362239846964	0.061608674514	0.071144966266	0.0717650344961
