 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.20299477245	0.2321204615	0.358885095	0.187577079	0.01638146123	0.000704284675	0.001336800215
a31	0.0765008377833	0.1022300225	0.371203755	0.442005559667	0.00659375563	0.001004334275	0.000461727906867
a8	0.0352245699278	0.0662680218333	0.368753141667	0.525186096556	0.00346511161	0.000920676270667	0.000182428298822
a31	0.0162242589759	0.0731933872778	0.416143987222	0.489913275519	0.00373429270333	0.000406237022556	0.000384599437607
a8	0.044339349992	0.0954242974259	0.408077669074	0.44529987184	0.00399128410111	0.000319934184185	0.0025475830792
a31	0.0996830233307	0.101838914142	0.367880636358	0.38826533728	0.00640246040037	0.00209895288473	0.0338306601264
a46	0.145047424444	0.0986251663807	0.282662218786	0.38206389576	0.00812574860012	0.00275889900491	0.0807166587088
a31	0.195232594815	0.11067834046	0.248473469595	0.31961252192	0.0165506193334	0.0015718913783	0.107880552903
a39	0.205029788272	0.129303380153	0.232169046532	0.301086747307	0.0216971557778	0.00116700314277	0.109546854301
a31	0.190681996091	0.153063243384	0.248455418844	0.293710209102	0.0250603302593	0.00100363003092	0.0880251454337
a24	0.150131802697	0.138332214461	0.264259232948	0.259532966367	0.0278461724198	0.00173012071031	0.158167482478
a15	0.0945307482323	0.121423731487	0.338857097649	0.252234912122	0.0198598031399	0.0017981251701	0.171295571493
a31	0.0860546307441	0.133137397162	0.367843675883	0.292432697374	0.03001001638	0.0051147512567	0.0854068164977
a28	0.101240021581	0.133222805721	0.303351171961	0.275881149125	0.06251022946	0.0247496527522	0.0990449541659
a31	0.119091767194	0.13223655524	0.23501393732	0.219822673042	0.0947690164867	0.0542672199174	0.144798828055
a18	0.132124295731	0.141356318413	0.198197005773	0.182428477681	0.111253610829	0.0731034466391	0.161536832685
a31	0.13355148191	0.140662006138	0.168213278591	0.15304833256	0.11631202561	0.0879666638797	0.200246180895
a20	0.126032187303	0.129112968713	0.142418792864	0.13599469752	0.11838475187	0.100881406293	0.247175210298
a11	0.126378112434	0.128095326238	0.133692410955	0.129960439173	0.121902430623	0.109738073764	0.250233233433
a13	0.131101634145	0.132834912079	0.135616583652	0.131529186391	0.126536150208	0.118106998255	0.224274541144
a17	0.137165251382	0.14127259736	0.146860981217	0.13744140213	0.128235843403	0.111373268085	0.197650663715
a20	0.136131167127	0.14263817912	0.150096210406	0.134844444043	0.122429771134	0.0976620813617	0.216198174572
a39	0.133726465709	0.14308541304	0.147186840135	0.123598561348	0.112760983711	0.0919662691206	0.247675488191
</S>	0.134378277854	0.14605710652	0.148227905067	0.118178865674	0.107835176856	0.0905042145603	0.254818459095
