 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.512848194	0.479094703	0.001385562627	0.003566163518	0.00277483896	8.3987803e-06	0.0003221936855
a46	0.236638600667	0.735135534333	0.005658443009	0.0182979310393	0.00403257808667	1.84542236333e-05	0.000218472842167
a31	0.196402880222	0.754085158111	0.0113844976697	0.0282980810131	0.00906214036222	3.18768838778e-05	0.000735354524056
a17	0.167335905074	0.76863739937	0.0141175222232	0.0240455290044	0.0249739951207	4.53827562926e-05	0.000844278091352
a37	0.262350116691	0.65486800979	0.0184397870744	0.0228326146681	0.0400555617069	0.000294352530431	0.00115959094712
a31	0.377078715564	0.401773016597	0.0321696113581	0.114925063889	0.057654570569	0.000700057863477	0.0156989519824
a39	0.318247291855	0.242926508866	0.0309177221194	0.214685191296	0.15788885019	0.000841504371159	0.0344929223275
a31	0.217146295618	0.155581946289	0.0188338950398	0.205443957099	0.366861050063	0.00192048887372	0.0342123477758
a37	0.125809616873	0.0958114954297	0.0217951146799	0.191831352366	0.523891136688	0.00624396019124	0.0346173205919
a31	0.0954248439577	0.0814770051432	0.04429248956	0.168927422455	0.451037418896	0.0301102110637	0.128730654531
a46	0.0936227463192	0.0876238370477	0.0700625898533	0.131323121152	0.291437149632	0.0592187223546	0.26671185151
a31	0.0847652987731	0.0823593493492	0.0748805749511	0.104657675717	0.187332759877	0.0680684341182	0.39793591717
a46	0.0738468212577	0.0728756414497	0.0698727399837	0.082488255239	0.117460253292	0.0666963313727	0.516759955723
</S>	0.0696604681288	0.0690283007249	0.0670590849919	0.0756618976195	0.099817946646	0.0649322206863	0.553840052861
