 	possono	essere	ancora	svegli	</S>
a31	0.284692813	0.020630304	0.52107118	0.0021932027	0.171412496185
a20	0.098672848	0.025822975	0.816623093333	0.00142376292533	0.057457322195
a23	0.0397308156667	0.0561598053333	0.883574244444	0.000777708043777	0.0197574291083
a31	0.0291672075556	0.0982275084444	0.864315111481	0.000798998191259	0.0074911845361
a20	0.0715341968519	0.129348866148	0.791640353827	0.00406106599709	0.00341554144537
a11	0.081421218284	0.188448795383	0.698562817942	0.0260575053324	0.00550968761512
a20	0.0352859907613	0.191613508461	0.669382525981	0.0936051317775	0.0101128785384
a31	0.0238152445871	0.132368709487	0.675026395327	0.149590200592	0.0191994758461
a37	0.0355233288624	0.119652873162	0.636166965109	0.163127260197	0.0455295886154
a31	0.0648442446208	0.127870544387	0.466642941703	0.156413526732	0.184228759538
a11	0.10046935154	0.133231024796	0.302598017234	0.148079818911	0.315621806513
a46	0.11980553718	0.140061991599	0.228956589078	0.148900789637	0.362275115504
a31	0.120100474393	0.129808208866	0.169714143026	0.135099873212	0.445277318501
a46	0.112887218131	0.117949224622	0.134314987675	0.120677049737	0.514171526167
a31	0.11562917071	0.119191311541	0.127239002558	0.120659345246	0.517281152056
a20	0.119482596903	0.12199507218	0.126364298853	0.122853568415	0.509304427352
a28	0.128968712301	0.13105201906	0.133833794284	0.131676862805	0.474468595784
</S>	0.14092247115	0.14234746453	0.144235112142	0.142850426403	0.429644527892
