 	venne	scritto	</S>
a29	0.339856855	0.589648665	0.070494495
a24	0.429033048333	0.503103455	0.0678635142333
a37	0.366845166111	0.599417931667	0.0337369323111
a29	0.25953487537	0.700873853889	0.0395912897704
a13	0.377582398457	0.586532017963	0.0358855855901
a11	0.642463732819	0.336846220988	0.0206900888634
a31	0.72810009094	0.227973035329	0.0439269116211
a39	0.621340643647	0.25841505511	0.12024429054
a18	0.464334027882	0.30233810837	0.233327843513
a8	0.327242745961	0.316415219457	0.356342021171
</S>	0.275194777981	0.309678259729	0.415126950585
