 	vuole	andare	a	Lecce	</S>
a20	0.15606042	0.353349864345	0.0118527345	0.472761122	0.00597581925
a31	0.362123513333	0.373153602448	0.0536706221667	0.196107677333	0.01494455625
a18	0.343201466111	0.169057785149	0.105770934056	0.309203647778	0.0727661454167
a46	0.118819038704	0.0878153307163	0.110044271352	0.595546325926	0.0877750078056
a37	0.051265408568	0.0362609526388	0.0844803721173	0.791460898642	0.0365323559019
a23	0.0733470135227	0.0147006558796	0.0624758190391	0.817942092881	0.0315344142673
a18	0.116547204508	0.0158522582265	0.064906823013	0.755030844294	0.0476628997558
a38	0.115711101503	0.0284256574088	0.085655807671	0.700357061431	0.0698503965853
a37	0.114316413834	0.0612122758029	0.142504179224	0.529374667144	0.152592458862
a31	0.149557597945	0.118271338601	0.176851413075	0.308192319048	0.247127326287
a20	0.161982299315	0.145628442867	0.175683161025	0.214024189683	0.302681902096
</S>	0.147300624657	0.141231291433	0.177456805513	0.205474424841	0.328536841048
