 	non	ho	cosa	a	fare	</S>
a8	0.044956254	0.193389664	0.340093635	0.246791229	0.17365969285	0.001109563735
a31	0.036100436	0.321021818	0.476176585	0.0999419156667	0.0657997251833	0.000959535935
a37	0.049511294	0.270222082667	0.489580721667	0.116344001889	0.0667066307278	0.007635270845
a11	0.0481856836667	0.140076534222	0.494771327222	0.243783117296	0.0634144275759	0.009768907715
a13	0.148554570222	0.084092643074	0.399436309074	0.335950015765	0.0281159645253	0.003850505725
a20	0.298209880074	0.0557616950247	0.238768896358	0.329320191922	0.0758759795084	0.00206338832833
a31	0.257566506691	0.0555396106749	0.125366844119	0.262540220641	0.282350463169	0.0166363888094
a8	0.15870898223	0.0759525335583	0.073874433373	0.209680690214	0.448458137723	0.0333252556031
a31	0.130259000743	0.0978752178528	0.0801629111243	0.181216666738	0.411723862574	0.098762359201
a46	0.125426143581	0.114682549284	0.103823600375	0.159085122246	0.314875737525	0.182106843067
a8	0.132622934527	0.130506926428	0.122412993458	0.144622670749	0.235595162508	0.234239304356
</S>	0.133086042264	0.133128908214	0.127778461729	0.138005480375	0.201578256254	0.266422837178
