 	non	mi	aspetti	che	non	vengo	</S>
a8	0.0021206716	0.00095263356	0.18974231	0.17379747	0.029164782	0.5368347	0.06738747
a31	0.26791006	0.007294989	0.03296016	0.022880796	0.02182578	0.5134918	0.13363636
a24	0.004300271	0.0004312754	0.0073340274	0.016603205	0.0135851605	0.8705438	0.087202325
a31	0.00075489894	6.663923e-05	0.0047233524	0.00979232	0.010164283	0.8592259	0.11527258
a36	0.0058901506	0.0005141076	0.013916195	0.029617228	0.012957621	0.86530995	0.07179475
a31	0.0006887114	0.0001192284	0.02042813	0.012989121	0.005830504	0.88919455	0.070749715
a39	0.0023657396	0.00033641854	0.07724488	0.103694394	0.021324465	0.73976517	0.05526896
a8	0.00037491092	5.4148688e-05	0.034768492	0.010715968	0.003934213	0.8930404	0.05711193
a31	0.0029754045	0.00052463816	0.07758608	0.009428985	0.0023460607	0.8763079	0.030831045
a29	0.006227814	0.0013796634	0.13654707	0.022039432	0.0019186933	0.8130398	0.018847486
a31	0.0049235756	0.001175926	0.03660414	0.012981466	0.00551306	0.89819884	0.040602982
a17	0.07456187	0.017242735	0.3399981	0.032324202	0.003776444	0.51834327	0.013753335
</S>	0.009416976	0.002262934	0.044399407	0.019439748	0.0093290545	0.8674258	0.04772601
