 	il	morto	vuole	pianto	</S>
a31	0.0005919617	0.9892051	0.0022950845	0.0073408773	0.00056687585
a28	0.010587548	0.610892	0.002823218	0.37071735	0.0049798912
a17	0.0034988006	0.7468156	0.00042999472	0.24175064	0.0075050504
a31	0.00091538904	0.8986518	0.00060315215	0.09068227	0.009147463
a20	0.0010586956	0.98152083	0.0011806183	0.015246606	0.0009933014
a0	0.0005988566	0.95201784	0.00045777892	0.039289203	0.0076362006
a31	0.0020198992	0.9562604	0.002540769	0.032328106	0.006850927
a13	0.00032379956	0.98923725	0.0015576924	0.00744482	0.001436432
a6	0.0006780837	0.9363541	0.0034792526	0.040557995	0.018930504
a31	0.0018459905	0.9655277	0.009558683	0.015955709	0.0071118935
a46	0.00017859756	0.9850049	0.0016846778	0.00996842	0.003163427
a37	0.00054250594	0.8910224	0.00743242	0.06636192	0.03464082
a31	0.0011698682	0.9214904	0.022457281	0.035190526	0.019691916
a46	0.00017166231	0.9678834	0.0010427423	0.02448584	0.006416351
a31	0.0006456984	0.7351263	0.010784392	0.18866292	0.06478063
a46	0.0003612726	0.9508899	0.0005439951	0.044123534	0.0040813377
a8	0.0009739663	0.5748378	0.0034252864	0.38724872	0.033514302
a31	0.0020075508	0.8035624	0.009102798	0.17598353	0.009343706
a8	0.0013872801	0.92750585	0.00065126346	0.06894229	0.001513317
</S>	0.0032240343	0.67309034	0.005500289	0.30850446	0.009680819
