 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.0016157408	1.2556872e-05	0.1012702	0.00019818591	0.007655437	0.0016876932	0.027657336	0.056484602	0.081356905	0.11922513	0.1560539	0.13356313	0.007507876	0.058364492	0.049978387	0.18029483	0.017073529
a8	0.0010955587	3.4673707e-05	0.16181988	0.00044255165	0.07261644	0.023656592	0.13335347	0.09303316	0.0722237	0.07500439	0.08578974	0.081159435	0.027243152	0.05057763	0.04004807	0.05919568	0.02270593
a31	0.0010402657	1.5637457e-05	0.17777756	0.00027189535	0.07151977	0.021553366	0.16398945	0.12137003	0.07143817	0.070528425	0.07460723	0.06586832	0.038888775	0.05119156	0.032684986	0.02639205	0.010862485
a41	0.0010885837	1.7315237e-05	0.22979821	0.0002066506	0.06466311	0.016194256	0.15717979	0.11027289	0.06398627	0.06261733	0.06925999	0.06296714	0.024466382	0.04618898	0.035630677	0.041741904	0.013720457
a10	0.00067448814	3.9520314e-06	0.09440964	6.624454e-05	0.037387893	0.008097575	0.19232556	0.17375499	0.08794291	0.08749219	0.09878361	0.080183275	0.035894804	0.04896927	0.022085674	0.024306156	0.007621756
a20	0.00035979965	1.8089299e-06	0.055985164	3.85308e-05	0.024214393	0.0065273666	0.12706827	0.18813783	0.13406149	0.11168605	0.16312847	0.09557279	0.021569747	0.035934	0.012826214	0.01955432	0.0033337271
a31	0.0004894238	1.954259e-06	0.026086615	5.505097e-05	0.014288575	0.0054057157	0.062433653	0.120316364	0.16930248	0.15650985	0.25578335	0.13059764	0.011752072	0.019961657	0.006359411	0.018411465	0.0022447603
a37	0.0013221115	1.25103015e-05	0.29426494	0.00028124554	0.020118989	0.0075714192	0.059850637	0.108730175	0.10870861	0.083808735	0.10905928	0.053470783	0.013658937	0.052068707	0.032844458	0.04855578	0.0056726756
a31	0.00023913692	2.0849857e-06	0.018900031	6.704232e-05	0.007922677	0.0036878972	0.04246163	0.097700685	0.16918072	0.1841823	0.26468974	0.14579464	0.009552691	0.01845489	0.006912741	0.02731953	0.0029314943
a18	0.0015309738	1.4231688e-05	0.24705145	0.00041533576	0.012706861	0.0053568697	0.03512674	0.07363923	0.11177614	0.10887398	0.13105597	0.07214897	0.013546025	0.06074081	0.040337235	0.07899635	0.006682866
a31	9.925858e-05	1.3488009e-06	0.012766709	4.2703454e-05	0.0055111866	0.002609239	0.026298137	0.07637457	0.15087241	0.19925986	0.2983884	0.1660061	0.0052636163	0.01352779	0.0055227866	0.03460795	0.0028480198
a46	0.0011921222	1.1220053e-05	0.18507671	0.00034637723	0.008326074	0.0033025239	0.024923468	0.061724104	0.11579022	0.13027512	0.15506935	0.09333457	0.011645107	0.06267167	0.04132811	0.09869967	0.0062836185
a20	5.931888e-05	1.026616e-06	0.011462384	2.2591004e-05	0.004718558	0.0019625076	0.020780059	0.06454765	0.14322257	0.20131543	0.32633153	0.1706731	0.003448206	0.011348368	0.0045140986	0.03340981	0.0021827484
a31	4.677245e-05	5.6076965e-07	0.008935009	1.08813365e-05	0.004668796	0.0014163734	0.014599389	0.04796593	0.120329246	0.19277674	0.3789234	0.19349103	0.0021385092	0.008323556	0.0024697797	0.022754533	0.0011495904
a20	0.0006849376	7.661753e-06	0.1398778	0.00020108648	0.005780713	0.0018585784	0.01862395	0.056302648	0.11966013	0.14752385	0.18955286	0.115654066	0.007511818	0.053876437	0.0328766	0.10558711	0.004419762
a29	4.4285633e-05	6.921537e-07	0.0071149776	1.1414478e-05	0.005002049	0.0014107722	0.012414381	0.038137358	0.090404056	0.1807713	0.42181793	0.20800608	0.0011730278	0.0049041966	0.0016591845	0.025890714	0.0012376399
a8	3.839124e-05	4.939584e-07	0.0069153216	7.837314e-06	0.0038254042	0.00096838304	0.0089822775	0.03168252	0.09680447	0.18956107	0.4191192	0.21283035	0.0012525971	0.0059519955	0.0016707755	0.019573372	0.00081551005
a20	5.654672e-05	6.379492e-07	0.0090365885	1.2520679e-05	0.0033511375	0.0010485366	0.009977117	0.037396267	0.117813714	0.19666299	0.37002468	0.21491319	0.0020227858	0.009187214	0.0029991611	0.024429956	0.0010670255
a31	7.6612014e-05	3.1823933e-07	0.0045733433	1.32645955e-05	0.0033225294	0.00079220004	0.008683362	0.036212556	0.1003741	0.19370693	0.3823891	0.24039225	0.0021234145	0.0063394024	0.0022128765	0.017513035	0.0012746198
a10	0.0003500631	6.02285e-06	0.09698706	0.00012065073	0.0038786165	0.0010508606	0.011258225	0.043634396	0.11649196	0.16657259	0.2380369	0.14259411	0.004838428	0.04555048	0.024466876	0.101378255	0.0027845274
