 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.9128843	3.2612807e-05	0.011563955	0.007106001	0.05597606	0.009321432	0.003115513
a31	0.9378212	0.0002549184	0.0038060423	0.00226811	0.042878293	0.0047743493	0.0081970645
a11	0.7801399	0.00015645045	0.0092640845	0.0021125074	0.17233917	0.02309087	0.0128970435
a21	0.8551727	7.4140065e-05	0.0025964996	0.0014637299	0.11757288	0.010816515	0.012303469
a31	0.8706291	0.00011298496	0.0055465084	0.002580168	0.101175874	0.009000077	0.0109552825
a20	0.80425787	0.00017059423	0.006178152	0.0023444386	0.13713734	0.04255976	0.0073518693
a31	0.96113735	4.7598987e-05	0.0032240555	0.0019994727	0.028315803	0.00267906	0.0025967357
a10	0.6750315	0.00021658473	0.008398691	0.008873993	0.24109869	0.05049824	0.01588241
a31	0.9024906	9.941588e-05	0.017138558	0.008396075	0.059484877	0.00510587	0.0072846194
a21	0.55574906	0.00019486673	0.033571217	0.045672845	0.31220335	0.031750977	0.020857604
a11	0.7480615	0.000115831856	0.057494827	0.03074764	0.10379686	0.027424539	0.032358844
a3	0.75786996	0.00024474537	0.091179	0.02384058	0.07106293	0.03578565	0.020017156
a33	0.7346663	0.00052720256	0.045528132	0.024971494	0.111175425	0.07216241	0.010968974
</S>	0.6812108	0.0016337493	0.06718931	0.02865995	0.13162711	0.082780376	0.0068986313
