 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.067115806	0.0012544318	0.056982312	0.19647306	0.022314828	0.053596694	0.35760924	0.24465358
a39	0.12359042	0.000117661235	0.00074111583	0.0011846024	0.0001638773	0.0017122998	0.82167584	0.050814122
a41	0.017859038	7.666702e-05	0.0005072886	0.0014556563	0.00065077475	0.01168725	0.8180988	0.14966454
a39	0.029826783	0.00035344626	0.003483737	0.023979552	0.0055377926	0.036387313	0.6484192	0.2520122
a20	0.078579135	0.0010081858	0.014915951	0.090420194	0.012018811	0.04629783	0.4888882	0.26787177
a0	0.14195518	0.0026992504	0.04365224	0.19445156	0.021399781	0.055532347	0.29066113	0.24964845
a31	0.06684833	0.0006869418	0.016665384	0.086177625	0.007935623	0.042791493	0.42210537	0.35678923
a13	0.010751614	0.00046585177	0.0032094745	0.020523215	0.0014494144	0.021395482	0.47559974	0.46660525
a17	0.005367677	0.00045169456	0.00765978	0.063009374	0.0040831417	0.016151363	0.6629876	0.24028942
a31	0.0065293796	0.0013912767	0.016463164	0.16959606	0.0073163603	0.012383687	0.6763308	0.10998935
a3	0.05131185	0.013879174	0.028807107	0.14756836	0.02649128	0.03308014	0.5068927	0.19196936
a46	0.0043180794	0.0021607773	0.0207427	0.22020693	0.014169487	0.026602969	0.5880978	0.12370125
</S>	0.005807828	0.0035084207	0.03175986	0.28364384	0.01980035	0.03409393	0.512608	0.108777784
