 	le	melanzane	vogliono	girate	</S>
a31	0.0007538676	0.9355476	0.024459554	0.037929267	0.001309602
a35	0.028495438	0.6281385	0.04050764	0.2925167	0.010341749
a41	0.0067156134	0.46142316	0.009570931	0.50452703	0.017763196
a10	0.002458737	0.7799504	0.0062021194	0.18979645	0.021592267
a18	0.0035959026	0.8934983	0.010067781	0.07449269	0.018345319
a35	0.008878505	0.90407586	0.012992558	0.05913545	0.014917629
a31	0.008391848	0.9037834	0.01600245	0.059411086	0.012411399
a34	0.0012048865	0.9471438	0.01600298	0.03359468	0.002053767
a8	0.0032834015	0.8876568	0.02100882	0.06456735	0.023483638
a31	0.0039421576	0.96788365	0.014608001	0.0098881945	0.0036778643
a8	0.00042038964	0.938307	0.020016298	0.03626112	0.0049952343
</S>	0.001685293	0.9342658	0.030886311	0.021396928	0.011765707
