 	deve	che	entra	da	qui	</S>
a31	0.013096228	0.0019603414	0.87865746	0.008979775	0.09363702	0.0036690333
a21	0.0051178387	0.0018050949	0.5343813	0.0037470271	0.44897866	0.00597009
a31	0.0049479194	0.00030740455	0.6384571	0.0010297358	0.35001186	0.0052459757
a20	0.00090489746	0.00039852905	0.6682587	0.0009865378	0.3265253	0.0029260174
a11	0.0018649948	3.262931e-05	0.835806	0.00068648823	0.15514694	0.0064628962
a31	0.0052209194	0.00011388652	0.84818405	0.0027338816	0.13098334	0.012763922
a37	0.0016802531	0.00031184213	0.88267773	0.0055933255	0.10415661	0.0055801976
a31	0.0039415895	5.168162e-05	0.7241919	0.003184152	0.23924577	0.029384842
a8	0.004951204	0.00041082693	0.8112532	0.003529183	0.17254205	0.00731354
a31	0.010575002	0.00033298178	0.5136129	0.0023997976	0.4594814	0.013597887
a46	0.08306593	0.0045605334	0.6612981	0.0095823845	0.23216976	0.009323343
a31	0.014906727	0.002037907	0.4618252	0.008639018	0.48180827	0.030782798
</S>	0.16496782	0.009855898	0.58861214	0.01903508	0.20246707	0.015062024
