 	il	vestito	della	sposa	vuole	bianco	</S>
a8	0.000753316	0.005820309	0.24215777	0.71985644	0.012967675	0.017148605	0.0012957507
a31	0.26879698	0.044888686	0.18072045	0.46853125	0.0064338194	0.02105188	0.00957694
a7	0.031152027	0.04455089	0.27917454	0.5358083	0.035442594	0.06172703	0.012144588
a31	0.008340935	0.0029278642	0.10170348	0.8465155	0.0017472041	0.032401696	0.0063633746
a7	0.0018929949	0.0018539015	0.24242586	0.74538803	0.0039980835	0.003941619	0.0004995675
a3	0.0005087507	0.0009923336	0.11469478	0.8692658	0.0003997206	0.011343516	0.002795202
a31	0.0024056844	0.0050494126	0.22997196	0.7537075	0.0010465588	0.0065975753	0.0012212676
a8	0.00034986713	0.0007791114	0.2917262	0.6970532	0.0038246901	0.005799085	0.00046793162
a31	0.0005672521	0.0011691607	0.1801305	0.79858255	0.0008733907	0.01608675	0.002590475
a8	0.0005699831	0.0015331198	0.45852992	0.5280945	0.0034502598	0.00716725	0.00065504905
a20	0.00013459909	0.00023893858	0.17226294	0.8203151	0.00017481504	0.00609739	0.00077622366
a31	0.0007746828	0.0012749621	0.14435776	0.84503156	0.0004976428	0.006509904	0.0015534187
a20	0.00013697274	0.00029582053	0.29905778	0.69744474	0.0005006553	0.002416513	0.00014746287
a31	0.0013961969	0.0017613053	0.19701266	0.77439743	0.0017619907	0.0178639	0.0058065653
a28	0.0002483659	0.00036968352	0.26739785	0.72897375	0.0004124157	0.0024727874	0.0001251617
a11	0.0039395224	0.0027325435	0.27824017	0.6478095	0.005233413	0.04862511	0.0134198
a20	0.003911363	0.0043998347	0.3131686	0.5905709	0.009263513	0.060516227	0.018169573
a24	0.0030183974	0.010515593	0.38205132	0.5140746	0.020512793	0.051291887	0.01853537
a8	0.006563133	0.026564242	0.47504884	0.41423705	0.02305758	0.03886068	0.015668405
a31	0.0017653712	0.012772834	0.56189084	0.3734861	0.03222152	0.014236317	0.003627013
a20	0.0025271846	0.00153887	0.34866843	0.6399802	0.0015193615	0.005477588	0.00028847606
a31	0.0026008498	0.016752357	0.5006547	0.38590777	0.039910488	0.04249884	0.011675038
a18	0.0033440785	0.0014654128	0.34082896	0.6471757	0.0014439884	0.00548141	0.0002604465
a31	0.0023837117	0.0054262993	0.44675574	0.47636178	0.015739944	0.04591258	0.0074199913
a8	0.004115409	0.0015811514	0.33273584	0.6542123	0.0013896514	0.0056746546	0.00029106977
</S>	0.0042559872	0.00407748	0.3771387	0.5781699	0.005143875	0.02785704	0.0033570197
