 	voglio	che	Maria	che	venga	domani	</S>
a8	0.88602275	0.075461	9.074269e-05	0.0076475414	0.0030899493	0.025870878	0.0018170895
a31	0.525973	0.23206553	7.391133e-05	0.0029082575	0.05271282	0.16606191	0.020204587
a8	0.14403605	0.16816644	2.8357998e-05	0.0010597277	0.035061195	0.6319514	0.019696863
a31	0.13163218	0.046339188	1.8464158e-05	0.0007989855	0.04644112	0.73783356	0.036936536
a24	0.39325434	0.21490225	9.518565e-05	0.00058756827	0.01419009	0.362807	0.014163624
a31	0.2209123	0.022862531	2.6922506e-05	0.0023454207	0.035013553	0.69133264	0.027506655
a46	0.6292316	0.13607842	0.0001750092	0.004099014	0.0147231	0.2028485	0.012844393
a31	0.33337986	0.03208366	3.4406276e-05	0.008438889	0.060535118	0.5328537	0.03267437
a29	0.6928339	0.11452727	0.00014070184	0.009476715	0.016799016	0.15645903	0.009763319
a20	0.38308555	0.039817017	6.512558e-05	0.036904324	0.1325518	0.36264396	0.04493234
a0	0.31952134	0.035865344	8.7270484e-05	0.03536279	0.14029568	0.40573984	0.06312774
a31	0.45332006	0.06597698	8.324745e-05	0.026659058	0.09060849	0.31377056	0.049581625
a23	0.7490372	0.09254179	0.0005588136	0.0371417	0.036267776	0.07878124	0.005671389
a31	0.29017127	0.030652562	0.000216722	0.01216091	0.09295691	0.5331951	0.040646542
a18	0.82376564	0.09125035	0.0013049834	0.015255583	0.011502224	0.0549263	0.0019949048
a37	0.21731302	0.02521172	0.0005016379	0.009249522	0.099982195	0.60459733	0.04314453
a31	0.19871998	0.034648042	0.0009294474	0.009354663	0.09891115	0.61367583	0.04376086
a20	0.87757355	0.07812185	0.002283816	0.0106104	0.0044535864	0.025684504	0.0012723035
a31	0.15709291	0.030929198	0.0016459357	0.011009315	0.10348426	0.6466459	0.049192514
</S>	0.8783314	0.07831234	0.003186542	0.011473783	0.0041146935	0.023070723	0.0015104609
