 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.123183265	0.0015599439	0.01532059	0.0013486691	0.03925459	0.012493961	0.110241465	0.00812087	0.07889975	0.041340984	0.035169773	0.5199593	0.013106838
a39	0.1185435	0.0024140484	0.009817844	0.0009933426	0.07627133	0.012551018	0.33857968	0.008431934	0.081650965	0.047581144	0.039740313	0.25080943	0.012615487
a31	0.21386735	0.0036308165	0.014733616	0.0015348076	0.09202234	0.017051082	0.29340953	0.0111248875	0.040224984	0.0214685	0.017157169	0.2558199	0.017955009
a18	0.18604293	0.0040206723	0.0048129363	0.00096764386	0.0648668	0.009498512	0.2871615	0.005118213	0.061324026	0.035991713	0.03079723	0.29750308	0.011894685
a37	0.080336615	0.0027181904	0.027085707	0.0017381882	0.22887518	0.040065717	0.3680745	0.019031037	0.027041322	0.013197309	0.008832216	0.1621999	0.02080416
a11	0.038146794	0.0022140618	0.037843514	0.0014215086	0.2643735	0.06454808	0.36338776	0.019938909	0.032688558	0.011591572	0.0073910477	0.13476907	0.021685643
a18	0.08373991	0.005206221	0.07378384	0.0024967706	0.23119207	0.091254555	0.2966212	0.033649027	0.045766108	0.0145409275	0.00818084	0.096926086	0.016642455
a31	0.19554052	0.010144638	0.09070365	0.003131215	0.20183799	0.08713989	0.24493691	0.03438238	0.04361109	0.01294165	0.0060605034	0.059909392	0.00966012
a18	0.07850938	0.0028918767	0.018219225	0.0015293782	0.07333659	0.02002375	0.16096619	0.0068413685	0.15776394	0.06528431	0.047933597	0.351909	0.014791378
a46	0.07171921	0.0036432229	0.10884261	0.0025965748	0.25894788	0.11295401	0.27147782	0.045939956	0.040379625	0.012331019	0.006218136	0.053353332	0.011596609
a31	0.25128976	0.013964536	0.09578803	0.0030537322	0.18798481	0.07680883	0.20994563	0.030355394	0.054047804	0.015674694	0.006006218	0.047522247	0.0075583556
a46	0.06441228	0.0025719407	0.018093504	0.0014923827	0.0831949	0.021367047	0.17342126	0.0070207496	0.16591531	0.06451688	0.045077536	0.33828261	0.014633668
a31	0.055226028	0.0027569637	0.10249284	0.001947686	0.28797606	0.11225066	0.28363568	0.04099709	0.039479755	0.010980258	0.0052143466	0.0467493	0.01029331
a15	0.050131418	0.0021705767	0.016142232	0.0013703083	0.09579509	0.021731284	0.20130064	0.006598153	0.17323923	0.060479753	0.03833072	0.32068065	0.012029925
a46	0.013213251	0.0007687766	0.052933536	0.0008515032	0.31192902	0.10465277	0.33231062	0.03346033	0.043166924	0.011710638	0.0061859097	0.07397121	0.014845467
a31	0.053605147	0.0026161284	0.07485844	0.0012055803	0.33307752	0.09866187	0.31340763	0.026630875	0.039744962	0.008491378	0.0033647898	0.03766697	0.006668782
a13	0.047623683	0.0019228499	0.0144703025	0.0011179592	0.10825221	0.02192265	0.2236652	0.0060328124	0.16925842	0.0556545	0.032925934	0.30707517	0.010078306
a39	0.009507822	0.00046536716	0.03853654	0.0004643582	0.3701851	0.094614916	0.3636247	0.022797575	0.031744882	0.0065670116	0.0030632475	0.049896374	0.008532105
a20	0.027743218	0.0011503308	0.058646746	0.000670164	0.39707443	0.095941775	0.32924217	0.020463375	0.028452054	0.005092394	0.002088205	0.028250745	0.005184507
a46	0.079867065	0.0022731458	0.11128564	0.0011685032	0.40377718	0.09800028	0.23812655	0.01976805	0.019566074	0.0040393523	0.0020424372	0.015551506	0.004534207
