 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.0043767313	0.15738843	0.01751825	0.19106236	0.23415276	0.16881177	0.10885107	0.106571764	0.011266848
a31	0.025525093	0.14278135	0.022619005	0.1940982	0.15870692	0.0900655	0.05916368	0.24752949	0.059510816
a37	0.0048648245	0.06519899	0.024720185	0.1713593	0.2643275	0.17941654	0.0777511	0.18825702	0.024104562
a20	0.0013723777	0.20609328	0.004945224	0.20403537	0.14611632	0.08137881	0.05030905	0.28832397	0.017425569
a28	0.0020962618	0.24883485	0.009267891	0.16551167	0.30734256	0.10335196	0.03644776	0.1219252	0.005221879
a37	0.013038736	0.15753207	0.03789581	0.14444709	0.37058383	0.13880034	0.054034162	0.07588481	0.0077832416
a18	0.017255276	0.12128956	0.058062155	0.13584174	0.3759829	0.15824075	0.062570125	0.062237386	0.008520097
a31	0.029751519	0.16785523	0.052269947	0.13663788	0.33629063	0.12795083	0.056818385	0.08209301	0.0103325015
a0	0.0025345788	0.10020196	0.030742595	0.17615198	0.31166607	0.20280305	0.10483444	0.06108533	0.009979926
a13	0.017580763	0.25456935	0.03126396	0.14414856	0.29937202	0.10210649	0.04003376	0.104082085	0.006842992
a31	0.018695798	0.26052338	0.02699723	0.14188907	0.35370338	0.10929844	0.03278473	0.05250379	0.003604261
a41	0.0012812386	0.17168511	0.009184355	0.1969373	0.31229308	0.14127876	0.055066153	0.10395964	0.008314376
a24	0.0042713755	0.37385976	0.014360473	0.12598346	0.31867394	0.09564774	0.019504026	0.04352281	0.0041764304
a37	0.0029669986	0.48184228	0.006772541	0.12598607	0.24165045	0.06386729	0.018023228	0.051967315	0.006923804
a31	0.0017009693	0.36964956	0.012593831	0.15754841	0.26506442	0.09956025	0.033325687	0.048588637	0.011968263
a28	0.0026179028	0.36948165	0.002452348	0.12587559	0.18991509	0.04293379	0.032559626	0.19817123	0.03599278
a11	0.0017759466	0.29386067	0.014235232	0.1638681	0.2460839	0.105543986	0.058132708	0.08246694	0.03403254
a39	0.0014880676	0.26512673	0.010571506	0.1611793	0.21869038	0.10041772	0.06535777	0.12716503	0.05000346
a46	0.0012280312	0.24171364	0.007654177	0.16278882	0.22698478	0.102016084	0.06669109	0.14230667	0.04861666
a49	0.0011493006	0.21024838	0.0062251296	0.17369232	0.2362989	0.11064991	0.07279365	0.14657056	0.042371836
a31	0.0009208316	0.18981312	0.005596974	0.18566242	0.25317195	0.12102798	0.0755929	0.13165273	0.036561076
a33	0.003733341	0.32080483	0.0037986916	0.13337046	0.17233242	0.0541878	0.040379424	0.24521826	0.026174776
</S>	0.0009599919	0.2774464	0.0025702207	0.1410342	0.16551273	0.07093546	0.052999623	0.2566228	0.031918637
