 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.0020291426	0.08286512	0.15715142	0.26120675	0.15778576	0.33005175	0.00028205052	0.0036172085	0.0048676156	0.00014326515
a41	0.012435696	0.16122182	0.1196765	0.16471009	0.15096863	0.17990653	0.017039131	0.030868566	0.15663081	0.006542224
a31	0.01511982	0.063782066	0.18771458	0.13657184	0.109813884	0.14746551	0.0062000714	0.011062725	0.31585556	0.0064139203
a20	0.013685698	0.21399745	0.08434639	0.1691302	0.16880712	0.20397903	0.016176816	0.00966459	0.11605678	0.004155969
a31	0.005399893	0.041734025	0.33306172	0.13028613	0.07663551	0.14904082	0.000688016	0.002813677	0.2578838	0.002456418
a37	0.0054163667	0.15367205	0.108025834	0.2505439	0.15328227	0.3034963	0.0033341146	0.0018826989	0.019156564	0.0011898711
a16	0.0010271298	0.041397046	0.26785037	0.22020313	0.07315544	0.30665472	0.00017325924	0.0017891063	0.08641979	0.00133001
a35	0.00030510162	0.023465706	0.23163201	0.23058312	0.060020037	0.3973271	6.685563e-05	0.0013575573	0.05448718	0.00075534836
a24	0.0004863956	0.045954324	0.10830414	0.2675869	0.08859583	0.4698722	8.911752e-05	0.0008370895	0.017992076	0.00028192735
a31	0.0010028939	0.057748105	0.08985632	0.26251316	0.11741422	0.44937032	0.00020487707	0.0014967893	0.01994353	0.0004498587
a39	0.0011239606	0.07345031	0.10661487	0.30174565	0.12349461	0.38774848	0.0004869602	0.0025974258	0.0024922413	0.00024548185
a31	0.00022294192	0.021098925	0.16093542	0.24196853	0.058977447	0.488589	5.123499e-05	0.0008514879	0.02692642	0.00037858944
a20	0.0006573464	0.05206874	0.11880817	0.30228984	0.107100494	0.4145322	0.00023802184	0.0018386808	0.002314913	0.00015153928
a31	0.00011354995	0.008302319	0.274873	0.19502112	0.031821094	0.44986546	2.6215404e-05	0.0005961934	0.039006066	0.00037494363
a3	0.00031303611	0.026800537	0.12697057	0.29552191	0.08124063	0.4660083	8.992384e-05	0.0009936916	0.001995644	6.579539e-05
a20	0.00011528671	0.00677314	0.2867168	0.18595423	0.02467444	0.46712703	1.8393577e-05	0.0003316363	0.028060174	0.00022889966
a31	0.00013826358	0.004620083	0.42584348	0.14712322	0.01591807	0.36985752	1.9315792e-05	0.00027589878	0.035961613	0.00024251649
a37	0.0001978601	0.010182077	0.20771655	0.24702238	0.04140519	0.49103314	3.601414e-05	0.00049970037	0.0018856579	2.145803e-05
a31	0.0002515131	0.0054363967	0.46043378	0.13615124	0.014967068	0.34125704	3.0516627e-05	0.0003394794	0.040827643	0.0003053152
a20	0.0002706266	0.007982506	0.29676437	0.19855228	0.027047426	0.46702996	3.0166488e-05	0.00037932183	0.0019316884	1.1655355e-05
a28	0.00046274273	0.00651607	0.4932718	0.12761542	0.01559789	0.29312044	7.503706e-05	0.0007068858	0.06189266	0.00074113114
a31	0.0006628701	0.0087103015	0.45829535	0.12301048	0.018250413	0.2690618	0.00013131376	0.0011528708	0.11930953	0.0014150699
a20	0.000612419	0.011061749	0.3681284	0.15969889	0.020998906	0.43677345	3.0787167e-05	0.00036674005	0.002319154	9.497012e-06
a31	0.0011065755	0.0117179165	0.43134683	0.123967744	0.021599451	0.2546686	0.0002741318	0.001504278	0.15216154	0.001652937
a33	0.0009850309	0.016130256	0.3792515	0.15626974	0.02094766	0.4220248	4.280587e-05	0.00037932274	0.003955526	1.3401172e-05
</S>	0.0022165151	0.033677768	0.34358558	0.16051738	0.025397422	0.3355128	0.00018505755	0.000701215	0.09783066	0.0003756449
