 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.09573217	0.0010742905	0.01060888	0.38006502	0.22269733	0.27205133	0.017770946
a8	0.6040743	0.032073975	0.04789007	0.26665276	0.022911271	0.019343566	0.0070540244
a20	0.113264024	0.0100535825	0.042205736	0.5917461	0.10017535	0.11087338	0.03168186
a8	0.1685575	0.002649187	0.026297474	0.63797724	0.074140586	0.079409584	0.010968471
a31	0.1319613	0.010006668	0.01921501	0.39713308	0.19252741	0.2182994	0.030857148
a37	0.06067907	0.0033382387	0.004772671	0.49679336	0.17203416	0.2541409	0.008241578
a10	0.16572654	0.0037975216	0.021754721	0.5329126	0.12744457	0.1329445	0.015419565
a31	0.55387104	0.007904461	0.015025171	0.27339736	0.06994348	0.075489834	0.004368796
a21	0.024545746	0.00065526797	0.005678741	0.41507608	0.2459777	0.2985521	0.009514405
a31	0.4767202	0.007112715	0.031196047	0.34838933	0.06695355	0.06244347	0.007184725
a10	0.03171586	0.00071927195	0.0073445123	0.46419433	0.2243045	0.26597524	0.0057463637
a17	0.448036	0.008972614	0.037346337	0.32101262	0.0832844	0.09029871	0.011049349
a20	0.5953676	0.0074581415	0.023935357	0.22929056	0.05985346	0.07926088	0.004833913
a31	0.30375826	0.019906444	0.030104602	0.27678713	0.14767416	0.19693048	0.024838904
a39	0.023593176	0.00075558625	0.07300223	0.75120753	0.05725718	0.09054869	0.0036356344
a31	0.067415014	0.0161079	0.054095946	0.4046209	0.15456338	0.2726993	0.030497598
a8	0.03839168	0.0009952697	0.05075416	0.7073358	0.07943768	0.11787338	0.005212017
a39	0.02878539	0.0055900607	0.024692217	0.41673923	0.20406154	0.29913637	0.02099524
a8	0.018297847	0.0037617877	0.019895017	0.4130318	0.19537528	0.33399728	0.015640952
</S>	0.011969582	0.0014225214	0.015692621	0.46154425	0.1774299	0.3210418	0.010899328
