 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.0009725572	0.47752118	0.4546356	0.0030617714	0.062020686	0.0015523066	0.00023589749
a31	0.12116144	0.40549287	0.21679206	0.003898869	0.2450044	0.0053569106	0.002293353
a7	0.029224046	0.37191963	0.48456836	0.0026564754	0.106097534	0.0034739512	0.0020599398
a31	0.0064646457	0.5286926	0.20040391	0.0016813813	0.24312125	0.0126856575	0.0069505135
a20	0.023343455	0.25794157	0.61932015	0.0030464474	0.09250746	0.0024045284	0.0014363122
a2	0.0012934717	0.40173906	0.1256505	0.0013361832	0.4102264	0.040170666	0.019583847
a41	0.0030346578	0.33578706	0.39460286	0.0024148563	0.24627201	0.014559352	0.0033292584
a20	0.00037976683	0.33736604	0.115343004	0.0010820903	0.4582521	0.06524313	0.02233386
a46	0.0004145531	0.25210208	0.11003555	0.0019515035	0.54403114	0.06883108	0.022634096
a31	0.0015992849	0.2794581	0.22510886	0.0034409566	0.4244112	0.049687997	0.01629355
a11	0.002517857	0.121056706	0.11965827	0.0016044243	0.72553784	0.027505344	0.0021196587
a35	0.0013172962	0.12045375	0.13062468	0.0025779405	0.631265	0.08754576	0.026215645
a31	0.005913535	0.16421638	0.4390438	0.0079044495	0.34148446	0.033119533	0.008317785
a11	0.0069861617	0.16116373	0.11082422	0.0031874306	0.70183563	0.014654276	0.0013485417
a28	0.011487143	0.1138162	0.26580253	0.0059638745	0.54072464	0.046477653	0.015727993
a20	0.0111498665	0.14186867	0.4684377	0.010749773	0.33521837	0.025230512	0.007345173
a10	0.007096837	0.16990586	0.49272832	0.011180241	0.29351917	0.020242667	0.005326855
a31	0.008867176	0.15288062	0.52356297	0.01203988	0.26777515	0.02637002	0.008504148
</S>	0.033644404	0.103352346	0.28495327	0.018235553	0.51912975	0.030125044	0.010559638
