 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.03514249	0.002052824	0.014520403	0.07736726	0.7390826	0.09001534	0.04181906
a24	0.12138824	0.00022817343	0.0008885468	0.0020279617	0.57746416	0.26084286	0.037160035
a31	0.01914081	7.457765e-05	0.00019174571	0.001113184	0.5077961	0.378571	0.0931126
a0	0.09070659	0.000738579	0.0036097448	0.0011279017	0.63804686	0.19885091	0.06691949
a31	0.015709566	0.00016341852	0.0004332364	0.004534136	0.58387274	0.31549257	0.07979433
a17	0.059997384	0.0023517741	0.0046491735	0.010877045	0.7270039	0.13268158	0.062439222
a13	0.0077389246	0.00018421526	0.0003117628	0.0036808895	0.68937516	0.24233654	0.056372594
a31	0.01050385	0.00034478752	0.00038891833	0.0040223324	0.7822656	0.16913444	0.033340093
a20	0.022323312	0.001640734	0.0017046013	0.005417721	0.8056903	0.124241434	0.038981922
a31	0.015584083	0.0006376291	0.0004061638	0.0023228696	0.7904656	0.16772974	0.022853909
a23	0.035866264	0.0046290667	0.0027503774	0.005799863	0.8566674	0.08324298	0.011044068
a8	0.05410957	0.0024323855	0.0010435582	0.0029986496	0.7387661	0.1816213	0.019028476
a20	0.11756341	0.0046475856	0.0022409877	0.003059692	0.6796033	0.17394558	0.018939566
a31	0.026660025	0.00200881	0.0030300955	0.004174782	0.7030304	0.21511006	0.04598578
</S>	0.31097567	0.038171977	0.009679644	0.019590937	0.5607972	0.054965783	0.0058187605
