 	possono	essere	ancora	svegli	</S>
a31	0.51186156	0.003441405	0.103092656	0.34482187	0.03678245
a20	0.86365414	0.00021999478	0.0055455863	0.126005	0.0045752875
a23	0.87004036	0.00033650344	0.0051073916	0.11885166	0.005664117
a31	0.5480046	0.00040957407	0.022411855	0.38817826	0.040995628
a20	0.7083288	0.00020478936	0.0050318236	0.27913043	0.007304195
a11	0.6775381	0.0012113039	0.07535653	0.15601982	0.08987431
a20	0.86331177	0.0007621885	0.04121959	0.054602437	0.04010391
a31	0.8889728	0.0009179631	0.030757543	0.050417274	0.02893447
a37	0.23054802	0.0034025493	0.21700092	0.45060855	0.09844002
a31	0.35747346	0.0013508021	0.17865063	0.30110416	0.16142094
a11	0.12778367	0.005106603	0.35645404	0.41161752	0.099038124
a46	0.018670138	0.00031963128	0.15736863	0.6939848	0.12965676
a31	0.051235445	0.0009760624	0.14477356	0.7142044	0.088810615
a46	0.30127248	0.014809633	0.13253915	0.5177477	0.033631045
a31	0.0225973	0.0015433603	0.094598606	0.8195401	0.061720666
a20	0.5701163	0.031072022	0.10266307	0.26334193	0.032806735
a28	0.023162346	0.005210268	0.095317565	0.78980994	0.08649983
</S>	0.18976451	0.011673477	0.09688222	0.6357916	0.065888226
