 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a20	0.0023061323	4.0789823e-06	2.465658e-05	0.0008781196	0.03619466	0.02629303	0.05651938	0.046083078	0.04793637	0.10056786	0.22524855	0.15700877	0.2391932	0.061742175
a31	0.06839788	0.00030852365	0.00044026462	0.014323253	0.05472639	0.02472905	0.075768955	0.11877457	0.110675655	0.15480758	0.17463844	0.07113068	0.11780824	0.013470562
a10	0.010711865	2.669405e-05	4.885145e-05	0.0057120356	0.10950982	0.06554835	0.08944552	0.09853778	0.09181145	0.12845862	0.16918151	0.09742011	0.095743105	0.03784428
a17	0.008165254	1.2372805e-05	3.875718e-05	0.0039913943	0.07277028	0.036873247	0.09980483	0.12886527	0.123507075	0.15199086	0.1538661	0.07340299	0.11281228	0.033899274
a20	0.00538981	1.0770489e-05	2.2403121e-05	0.0061232857	0.14472133	0.03919901	0.07808399	0.109150164	0.08174775	0.11411023	0.14462295	0.07554413	0.16458958	0.036684643
a31	0.008435592	1.0715439e-05	3.114749e-05	0.006338266	0.069896206	0.013900428	0.059720516	0.13712728	0.0827843	0.11896006	0.14721793	0.06427879	0.26447523	0.026823562
a0	0.0041866037	1.8005592e-05	1.7144817e-05	0.0018009114	0.13397923	0.029306134	0.042247403	0.034607783	0.050526865	0.1318885	0.268474	0.11555383	0.16595696	0.021436645
a7	0.0034687263	6.947496e-06	2.1514057e-05	0.005324741	0.09744217	0.018650945	0.06589627	0.13597538	0.07765001	0.106371336	0.1294292	0.058331337	0.2612326	0.040198773
a20	0.009675942	1.1228781e-05	2.501971e-05	0.003977194	0.059516437	0.010602947	0.04404196	0.113809675	0.060922865	0.109634385	0.18880495	0.06584543	0.30791622	0.025215764
a23	0.008121896	9.174775e-06	2.310664e-05	0.0036012935	0.04591697	0.00709294	0.036453553	0.12008199	0.05306055	0.103839226	0.19134809	0.06349947	0.34476703	0.022184746
a31	0.005823879	1.1692956e-05	2.5328858e-05	0.0018322191	0.066219375	0.019036643	0.04526423	0.07618605	0.046482634	0.10293787	0.22960715	0.086389	0.28817815	0.032005705
a8	0.0015143479	8.636282e-06	1.3018031e-05	0.0025742685	0.18081506	0.021654302	0.04133988	0.03553065	0.04559503	0.101971574	0.17343435	0.08106757	0.28957775	0.024903469
a31	0.0041034427	7.9162555e-06	1.9698533e-05	0.0018852719	0.05072633	0.01166911	0.042089276	0.11784248	0.046476245	0.10034388	0.23008889	0.07219821	0.29040202	0.03214729
a8	0.0006900376	5.772409e-06	9.88907e-06	0.0023281586	0.15341067	0.0145910345	0.03594193	0.04220516	0.03640665	0.08329132	0.14760284	0.074770525	0.3800374	0.028708525
a31	0.0031908567	6.87624e-06	1.878167e-05	0.0014563194	0.041869666	0.010089651	0.0371506	0.1034125	0.042472515	0.10332663	0.26321545	0.080214955	0.28650185	0.02707345
a10	0.0004761178	4.7241706e-06	8.404783e-06	0.0021307678	0.14035153	0.01186	0.03233739	0.044767756	0.031112477	0.07427276	0.13866453	0.07207198	0.4219862	0.02995541
a31	0.0015604241	3.4751104e-06	1.38129335e-05	0.0018239665	0.03092971	0.0031986083	0.023412256	0.13415192	0.03799213	0.10107504	0.23775639	0.05350667	0.35790837	0.016667252
a8	0.00020495764	3.2789033e-06	6.626542e-06	0.001682281	0.10682308	0.0073087257	0.027011063	0.059204888	0.023887562	0.06168911	0.12783903	0.06367842	0.4897263	0.030934686
a10	0.0006513995	2.9526414e-06	6.859508e-06	0.0013912806	0.043492015	0.0050183875	0.02366006	0.114999354	0.028851738	0.08958837	0.25856477	0.061075635	0.3499963	0.022700869
a29	0.0012953213	3.8181993e-06	1.213522e-05	0.001187276	0.028054716	0.0030535578	0.01846714	0.082306705	0.03007817	0.103198476	0.30590537	0.06781893	0.34615523	0.012463198
a31	0.0012644285	4.183879e-06	1.5605287e-05	0.00090291194	0.03310038	0.006612514	0.027420135	0.064305246	0.0349805	0.10746562	0.29975998	0.09313741	0.31432918	0.016701858
a18	0.00018045132	2.5827374e-06	6.464771e-06	0.0017662757	0.09525045	0.007895075	0.030270632	0.07428711	0.023659635	0.059432123	0.12889008	0.06580432	0.47723937	0.03531538
a24	0.0011480203	2.6627727e-06	1.8453136e-05	0.0011749383	0.01703165	0.0017956259	0.014295575	0.09980877	0.02741024	0.11084022	0.36728874	0.050987445	0.29942334	0.008774402
a31	0.001355065	4.084688e-06	1.6662769e-05	0.0008551522	0.035870846	0.011056044	0.03702229	0.06414642	0.039605264	0.1120273	0.31714186	0.10970043	0.25114077	0.020057805
a13	0.00021706196	2.3997497e-06	7.1863083e-06	0.0018966853	0.09212509	0.009575183	0.036109332	0.081073865	0.028920626	0.07092271	0.1533167	0.069027856	0.4227731	0.034032136
a20	0.0011290766	3.0112858e-06	1.8835171e-05	0.0013497758	0.018196952	0.002033321	0.0153534515	0.09253741	0.027572045	0.11196792	0.37711486	0.050207157	0.29420406	0.008312076
a31	0.0017324771	3.1240515e-06	2.3660908e-05	0.0011344382	0.010870461	0.0013681914	0.011891243	0.09089954	0.026131848	0.113265134	0.40334678	0.050533615	0.2813985	0.0074009895
a7	0.00012494726	1.945335e-06	4.983364e-06	0.0012246666	0.074726306	0.005602031	0.024116047	0.06608645	0.021460818	0.06735242	0.17198963	0.065868296	0.4765413	0.02490023
a39	0.0006336835	2.0973569e-06	2.6734902e-05	0.0023503168	0.012148017	0.0010947321	0.011495464	0.13062261	0.023782207	0.097473174	0.28800446	0.032921184	0.39052197	0.008923232
a31	0.001526722	3.8739395e-06	2.915925e-05	0.0014116747	0.011319469	0.0014475592	0.013124824	0.08638798	0.027105937	0.11904437	0.4255699	0.046683375	0.26023784	0.0061072693
a20	0.000284711	2.6055855e-06	6.565075e-06	0.0014421049	0.0805205	0.007071762	0.025902273	0.050888993	0.025637323	0.08645907	0.23037884	0.07181633	0.4023937	0.017195268
a37	0.0003527912	1.757016e-06	3.3339747e-05	0.0023428188	0.009112403	0.0010788988	0.009899099	0.15407324	0.021877026	0.088573255	0.24880512	0.030741517	0.4205666	0.012542144
a10	0.00089534407	2.7602441e-06	2.5494304e-05	0.0013792288	0.008270383	0.0010551477	0.00841177	0.10151952	0.021109492	0.10749602	0.40470847	0.035319008	0.3029264	0.0068808896
a35	0.0007639728	2.3526788e-06	2.1767783e-05	0.0017902933	0.009930724	0.0010779067	0.010053411	0.14163527	0.023832807	0.098689556	0.30797094	0.0327531	0.36166146	0.009816456
