 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.22522044	0.21300922	0.059282362	0.093144655	0.10244661	0.28360346	0.023293292
a31	0.54419506	0.107707985	0.013312203	0.012815701	0.11169656	0.19614315	0.014129356
a37	0.16554062	0.12157082	0.009340271	0.004794368	0.104854934	0.5728689	0.021030078
a31	0.058946695	0.010724118	0.0011470291	0.002628082	0.07527801	0.8270657	0.02421046
a7	0.080927	0.038483586	0.00686719	0.013227113	0.082119144	0.7632147	0.0151613075
a31	0.031315207	0.016504243	0.0039891964	0.012770158	0.05667669	0.86317897	0.015565518
a44	0.0141160125	0.007911482	0.005300802	0.03661143	0.110841766	0.79817307	0.027045412
a31	0.0038624355	0.0036227172	0.0022151014	0.018038211	0.0781614	0.8814415	0.012658582
a7	0.008473016	0.0053162756	0.0062958696	0.07571318	0.179494	0.7067844	0.01792332
a3	0.010683955	0.0090804	0.0057219416	0.046640262	0.14173876	0.77281696	0.013317698
a20	0.072564684	0.08049879	0.038890265	0.08761006	0.09672403	0.60732436	0.01638781
a31	0.048749764	0.079746135	0.037548088	0.05815736	0.10796095	0.6303199	0.037517767
a0	0.08341281	0.058614086	0.04649871	0.3510681	0.14744365	0.30814913	0.0048134965
a31	0.031122439	0.05531266	0.043048527	0.10096526	0.16699553	0.53114563	0.07140995
a8	0.111409	0.06645825	0.050219428	0.38213745	0.15711811	0.22688983	0.005767927
</S>	0.050367814	0.046298716	0.029079072	0.10089585	0.20166568	0.5243376	0.04735521
