 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
a20	0.028558677	0.057233356	0.16111442	0.022605522	0.10557218	0.14421779	0.057267644	0.043821406	0.2765966	0.10277658	0.00023577822
a31	0.06076155	0.04786913	0.11867265	0.108964235	0.106471255	0.116867684	0.08521986	0.037478328	0.30436078	0.012900462	0.00043399478
a20	0.022855576	0.039202694	0.05355126	0.16765346	0.115508735	0.1928465	0.18249393	0.02707285	0.15314582	0.044619836	0.0010493705
a17	0.03483995	0.04280412	0.15765578	0.06759384	0.08350189	0.08460918	0.048458666	0.025336837	0.43731418	0.017448997	0.0004364388
a31	0.032794263	0.05848674	0.13951218	0.16187531	0.10166196	0.12304776	0.09006265	0.018581914	0.24763769	0.02529507	0.0010445273
a20	0.029702978	0.053310424	0.0871294	0.100463174	0.12939204	0.18592818	0.14425299	0.02639771	0.18884332	0.054134097	0.00044573803
a31	0.047456324	0.06349092	0.24337825	0.06825982	0.09823051	0.08364453	0.03196858	0.015419666	0.3366788	0.011323229	0.00014939994
a13	0.031371936	0.06149	0.18909048	0.046257377	0.10010077	0.11869373	0.06313613	0.018823216	0.32267717	0.04816354	0.00019569341
a10	0.03547077	0.06398664	0.22248732	0.086445585	0.104521535	0.09910851	0.036590572	0.012177564	0.3208055	0.018089367	0.00031666033
a1	0.068937056	0.101998925	0.16836663	0.07623014	0.21027112	0.18420263	0.056996576	0.013670785	0.09783067	0.02142494	7.044069e-05
a35	0.08623757	0.10924493	0.17711261	0.06297289	0.21281746	0.16539234	0.041005936	0.017590575	0.09793847	0.029494314	0.00019291767
a3	0.086474836	0.09636878	0.15867099	0.0694711	0.23439367	0.18763961	0.040284704	0.017086271	0.08392803	0.025535015	0.00014700068
a8	0.080271214	0.0931451	0.21698584	0.04467749	0.1860813	0.14072742	0.030474955	0.015193329	0.17016558	0.022085134	0.00019264666
a14	0.06324575	0.07659628	0.20738234	0.039296027	0.19751003	0.16657983	0.030718049	0.014651036	0.18082154	0.023012241	0.00018685887
a31	0.062545575	0.03907572	0.1360778	0.094629146	0.2916329	0.26878628	0.03450335	0.007972739	0.061369475	0.0033971644	9.833831e-06
a10	0.030179255	0.042422928	0.18577525	0.02276334	0.1234895	0.12394008	0.022782886	0.012237329	0.38988674	0.046211462	0.00031127033
a14	0.026231175	0.02318041	0.30763972	0.0231847	0.17947924	0.1592286	0.014563226	0.00569898	0.25792244	0.0028553766	1.6090991e-05
a31	0.017502496	0.011677987	0.29849496	0.026458796	0.21744901	0.21896687	0.012980394	0.004751133	0.19048518	0.001223937	9.2388755e-06
a17	0.009158998	0.0074691423	0.12450672	0.009377833	0.055780962	0.055449948	0.004818285	0.0035153746	0.71413046	0.015729971	6.2227235e-05
a20	0.0033195966	0.0021490643	0.15415631	0.0031423434	0.036275737	0.037903804	0.0022164206	0.0017711793	0.75780946	0.0012520126	4.143127e-06
a13	0.004546372	0.0035153541	0.20319793	0.010594569	0.08766413	0.10581531	0.0054478766	0.0020622222	0.5741853	0.00293605	3.4874887e-05
a31	0.004361553	0.0032900304	0.23047513	0.005519678	0.06509425	0.0707189	0.0034619353	0.0027352895	0.61003125	0.0042693117	4.2663585e-05
a24	0.004114079	0.0019043537	0.050988283	0.0033649171	0.01905045	0.0135995075	0.0009074811	0.0006102117	0.90428084	0.0011780274	1.8481152e-06
a28	0.004250848	0.0024784575	0.11237405	0.012677751	0.06373237	0.07688341	0.005144861	0.0021010167	0.7172524	0.0030721661	3.2729495e-05
a37	0.00911439	0.008861579	0.21563846	0.013605761	0.093112014	0.08821131	0.0073528783	0.004786852	0.5452405	0.013851722	0.00022447831
a31	0.009293879	0.009033776	0.2149937	0.014182411	0.094578914	0.09017205	0.007611044	0.005199191	0.5392452	0.015436949	0.00025291814
</S>	0.004319998	0.0019263976	0.06420465	0.003290273	0.020281168	0.014141258	0.0010095059	0.0007399673	0.88934267	0.00074215565	2.0340387e-06
