 	voglio	che	Maria	viene	domani	</S>
a33	0.90343064	0.06935921	0.00020121239	0.008459745	0.016903274	0.0016458868
a31	0.43534437	0.105213575	0.00012981174	0.027552212	0.40906942	0.022690637
a11	0.16973948	0.1280641	6.631511e-05	0.01351181	0.68353856	0.0050797164
a31	0.31901872	0.03139655	5.4491822e-05	0.015040909	0.62312984	0.011359569
a18	0.40499067	0.14772713	0.00013189855	0.011454795	0.43025705	0.0054384237
a31	0.5905003	0.0151928635	9.0257e-05	0.03222783	0.33616322	0.025825527
a42	0.6899676	0.060936622	0.0003702717	0.054953996	0.18130465	0.012466877
a37	0.324163	0.023878641	6.362972e-05	0.06398996	0.539479	0.048425734
a31	0.7096098	0.017418953	4.7756163e-05	0.041223176	0.19910507	0.032595262
a20	0.7075106	0.04668746	0.00020912806	0.07428761	0.15939781	0.01190742
a31	0.08706285	0.004974893	0.000110568355	0.10145732	0.74391115	0.062483188
a8	0.7704242	0.03858954	0.00077568914	0.046680283	0.1376916	0.0058387234
</S>	0.24909493	0.01669687	0.00075077504	0.061201632	0.6455537	0.026702039
