 	lo	posso	finire	di	scrivere	</S>
a20	0.87722933	0.0021492138	0.013630171	0.05592051	0.044287633	0.006783236
a31	0.43212634	0.0008941045	0.00070036855	0.019454505	0.517449	0.029375678
a39	0.4873322	0.0011445411	0.0010513598	0.010704346	0.4858088	0.013958846
a24	0.14415838	0.0003265323	0.000640819	0.05106779	0.7471253	0.056681197
a18	0.17319995	0.0012189489	0.004211428	0.10531731	0.61695	0.09910237
a24	0.74231476	0.0022350696	0.0076349364	0.038088035	0.1847235	0.025003696
a31	0.5717108	0.0009405117	0.0057639377	0.054248024	0.3063992	0.06093752
a20	0.5838765	0.00088532624	0.004500601	0.21886203	0.153153	0.038722515
a31	0.3143026	0.0024890418	0.012070646	0.11736817	0.43359682	0.12017281
a1	0.12930305	0.0005648069	0.0036250916	0.40559477	0.3960539	0.0648583
a31	0.051061336	0.0041248878	0.019390523	0.15895739	0.6356374	0.13082844
</S>	0.07271553	0.0013726138	0.0058509363	0.4991547	0.3913396	0.029566702
