 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
a31	0.02534891	0.008841287	0.01092983	2.7770864e-05	0.015618	0.00081135845	8.748935e-05	0.0859258	0.053165123	0.062401768	0.15510742	0.15696812	0.025785988	0.05504666	0.2951703	0.04876419
a37	0.0036828064	0.007982094	0.011748229	1.5037515e-05	0.10662048	0.0061457683	0.00095643813	0.28010795	0.120152056	0.095951065	0.10365804	0.073561996	0.032358095	0.035648428	0.095561996	0.025849544
a31	0.008264832	0.011070817	0.0073904665	1.2298906e-05	0.108060375	0.001505651	0.00018863413	0.21666804	0.18131647	0.13843036	0.14993407	0.052644156	0.008660701	0.011613909	0.09705647	0.0071827704
a46	0.00360672	0.008562504	0.0053698653	7.622286e-06	0.07399517	0.0030884321	0.0006013909	0.32796603	0.13629025	0.09684816	0.11294678	0.06354808	0.023099434	0.026700055	0.09939095	0.017978538
a24	0.0042352425	0.0039229933	0.0023431955	7.2754824e-06	0.06522078	0.0011603072	0.00012742673	0.16112952	0.1668108	0.15071465	0.18827379	0.06311656	0.00854434	0.01771757	0.15733032	0.009345172
a31	0.0023977342	0.0025546285	0.0018141505	7.1120503e-06	0.031321015	0.0031704758	0.00054405676	0.10532293	0.13423839	0.1592162	0.21005477	0.12046399	0.018834405	0.04660302	0.13844201	0.0250151
a13	0.010410184	0.014334468	0.008182386	1.5276295e-05	0.024625363	0.004316459	0.001122273	0.18731748	0.13895158	0.12688588	0.16328806	0.13095713	0.029406121	0.046261594	0.08839176	0.025533998
a24	0.0032160531	0.0018171576	0.0032158415	9.635745e-06	0.027770326	0.0013932877	0.00014177879	0.06865016	0.09964531	0.1448156	0.29948995	0.14749391	0.008311756	0.02092543	0.16211765	0.010986208
a31	0.0049432926	0.0034650147	0.004790662	1.459174e-05	0.021939661	0.0019952373	0.0002505774	0.06381007	0.08411727	0.12618439	0.28477845	0.17171578	0.014733904	0.028994428	0.17151244	0.01675423
a13	0.013114435	0.009091795	0.008199489	2.0649046e-05	0.014285175	0.003889169	0.0011267172	0.18905744	0.11045473	0.09751418	0.15041526	0.17952543	0.04812937	0.051824022	0.09160548	0.03174668
a17	0.0022928137	0.0013105482	0.0037131521	8.875654e-06	0.029095909	0.0014397873	0.000102718666	0.0661781	0.08278091	0.11425916	0.29903075	0.14054513	0.006978693	0.018382201	0.22191402	0.011967236
a31	0.0035220897	0.0022631378	0.0045349644	6.9554085e-06	0.030216862	0.0011009438	6.2323066e-05	0.0700561	0.09384123	0.12278005	0.2991041	0.14426148	0.0068621505	0.017705653	0.1922047	0.011477268
a28	0.010803229	0.006364973	0.006297977	1.509278e-05	0.014978607	0.0030720362	0.00057771633	0.19347163	0.10790225	0.09510187	0.15157159	0.17818479	0.04331175	0.051253337	0.10645645	0.03063673
a31	0.0015927077	0.0008238525	0.0032300104	7.5744424e-06	0.03741227	0.0013531045	7.053174e-05	0.06221981	0.07490892	0.09556447	0.26519522	0.11424019	0.0054048304	0.017256575	0.30739373	0.013326196
a20	0.010211143	0.00570293	0.006238132	1.5995214e-05	0.014089993	0.002986613	0.0005418033	0.19146816	0.10517928	0.093643986	0.15746889	0.18319885	0.040377133	0.048687793	0.11097043	0.029218849
a24	0.001344199	0.0006351624	0.0025824513	6.7411643e-06	0.03967436	0.0012333123	5.580795e-05	0.0626361	0.073239334	0.08863608	0.24345769	0.100321434	0.004745162	0.016623411	0.3507416	0.014067099
a27	0.0021716529	0.0013000468	0.0039526806	7.7125405e-06	0.03205227	0.0013950618	7.3202886e-05	0.062758185	0.07426422	0.094866656	0.26484054	0.1283498	0.0070367074	0.019143192	0.29291505	0.014873091
a24	0.0017110693	0.00089173927	0.0038091287	8.132599e-06	0.057017285	0.0010466058	4.4206958e-05	0.053988162	0.068733655	0.076678954	0.20687959	0.08070377	0.0038159606	0.0150355995	0.41539174	0.014244368
a37	0.0031640641	0.0020422607	0.006861592	9.698286e-06	0.04266822	0.0012518293	7.479143e-05	0.055799074	0.07437881	0.09300433	0.25930408	0.11585908	0.005976428	0.016547306	0.309288	0.013770425
a31	0.003426672	0.0020249283	0.0076683913	8.214606e-06	0.055966347	0.00084385165	5.3346288e-05	0.05120425	0.07170483	0.0837954	0.24353078	0.09292877	0.0040597324	0.014783913	0.3545762	0.013424347
a46	0.008025394	0.0036792597	0.005451509	1.5541955e-05	0.01391964	0.0020710595	0.00021549397	0.18562832	0.0949731	0.08539265	0.17594625	0.18596517	0.026679339	0.038844965	0.14800781	0.025184466
a20	0.002252606	0.0010662123	0.00377527	7.912777e-06	0.054711502	0.0007907391	3.555763e-05	0.05432341	0.070850074	0.07653417	0.20755044	0.0770446	0.0034387505	0.013538677	0.42014608	0.013934054
a13	0.0031362653	0.0014032468	0.006053173	7.586632e-06	0.059274364	0.0007102989	4.907994e-05	0.04523865	0.061416913	0.06720643	0.19530657	0.07063799	0.0036054123	0.014607756	0.45522925	0.01611708
a0	0.005765942	0.003910893	0.01418358	7.975676e-06	0.04822233	0.00075513846	7.745223e-05	0.040279787	0.051698323	0.06191046	0.20327123	0.08107002	0.0046895267	0.016837446	0.4492058	0.018114192
a8	0.012440608	0.01116011	0.033657897	1.3780021e-05	0.045247633	0.0009667194	0.0001409842	0.038413916	0.049155112	0.061676096	0.2045264	0.08799079	0.005992148	0.018442206	0.41088223	0.019293388
a31	0.029967422	0.023884378	0.0668065	2.2765762e-05	0.041066557	0.0008967549	0.00014064397	0.039345216	0.049388524	0.06309957	0.21055132	0.097151905	0.0063795466	0.017143264	0.3370227	0.01713293
a20	0.008455763	0.003842129	0.0070347395	2.5413658e-05	0.019127438	0.0013084039	7.8258e-05	0.17261228	0.08286495	0.067088924	0.17581417	0.15748985	0.0133112725	0.02566832	0.2429792	0.022298971
a31	0.006408657	0.006846124	0.02038033	1.6999227e-05	0.0271504	0.0016672357	0.00041211565	0.04154767	0.041658126	0.051712047	0.1697806	0.08376364	0.008324079	0.025090937	0.48471856	0.030522497
a46	0.011284045	0.005483698	0.0092473095	4.0476556e-05	0.023192102	0.00091964105	5.0827013e-05	0.15034802	0.074609235	0.058378622	0.16497701	0.13167511	0.0091321	0.020250056	0.32012695	0.020284768
a31	0.0042284755	0.0029068093	0.009067202	1.1414139e-05	0.032554954	0.0011771204	0.00017332323	0.03644225	0.036853924	0.04378144	0.13234963	0.05869313	0.0059955325	0.018964054	0.59006727	0.02673351
a24	0.0155389225	0.0074053262	0.011560714	6.711031e-05	0.026047787	0.0007068432	4.315087e-05	0.11768067	0.06210971	0.049771212	0.1501691	0.11456984	0.0076059783	0.018127149	0.39949238	0.019104172
a46	0.007512132	0.0039721807	0.012809442	2.9827583e-05	0.08540503	0.0014830813	0.0001469063	0.0344933	0.05251328	0.05911634	0.12221033	0.052149605	0.0069651105	0.018678304	0.5178492	0.024665888
a31	0.0045961775	0.0037225222	0.008166483	2.2080425e-05	0.036050774	0.0020060877	0.00029313122	0.04070443	0.04164542	0.051634353	0.12759644	0.06094735	0.0089346925	0.024808118	0.5557439	0.03312805
a17	0.027240606	0.014567606	0.024847677	0.00013343267	0.037673756	0.00073843997	5.5837838e-05	0.08742506	0.058320254	0.048207622	0.13992932	0.099987514	0.0068620634	0.015071015	0.4224794	0.01646037
a31	0.0069835465	0.003885328	0.0069323564	3.706909e-05	0.040687244	0.0012799446	0.00020096048	0.039617028	0.047665685	0.070686825	0.18457054	0.08194964	0.009115671	0.027118012	0.4537164	0.02555378
a17	0.03904338	0.019021023	0.031327922	0.00020586506	0.034566965	0.0004987487	5.879277e-05	0.055848405	0.040864762	0.03985719	0.13171344	0.08802341	0.005874967	0.015714478	0.48222995	0.015150704
a31	0.007955596	0.004120552	0.0066718287	6.0220682e-05	0.036000967	0.0010772294	0.00024223694	0.040431663	0.045547955	0.07193567	0.20221813	0.08621578	0.007858353	0.027702227	0.44039574	0.021565814
a8	0.046732213	0.021517368	0.037036683	0.00026972653	0.031706657	0.0004428793	7.551077e-05	0.042085864	0.03143147	0.03422455	0.12166345	0.07687302	0.0051846947	0.01572927	0.5206407	0.014385897
</S>	0.009118858	0.0046005333	0.007024428	9.363603e-05	0.033254758	0.0011007624	0.00032614742	0.04059781	0.042531855	0.068296015	0.20307793	0.08390805	0.006732976	0.026080819	0.45472172	0.018533656
