 	avete	cucinato	le	verdure	</S>
a29	0.49940312	0.22942986	0.061275244	0.17755766	0.032334033
a38	0.92196244	0.053154662	0.0063230237	0.012705511	0.0058544115
a31	0.8555339	0.100324094	0.0075724134	0.024476964	0.012092803
a11	0.472288	0.13488455	0.042713955	0.32234102	0.027772496
a37	0.82904947	0.071729265	0.00759733	0.065675534	0.025948446
a11	0.6585657	0.11739536	0.025517942	0.13434054	0.064180434
a31	0.763648	0.12869008	0.02644327	0.05370465	0.027513973
a20	0.18688868	0.15167722	0.06333242	0.41126668	0.18683504
a31	0.4629671	0.15278883	0.07908302	0.20751548	0.097645625
a39	0.10255405	0.30238345	0.078510724	0.23532298	0.28122884
a13	0.031193629	0.11713759	0.12839712	0.5696981	0.15357353
a18	0.01447958	0.086680725	0.1120963	0.6561379	0.13060556
a39	0.011138298	0.07584933	0.115319006	0.66536015	0.1323332
a31	0.00915503	0.06229778	0.10269468	0.6913579	0.13449457
a46	0.093288116	0.042475	0.028851932	0.7600812	0.07530371
</S>	0.006263207	0.03420514	0.077305056	0.8107017	0.07152482
