 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.019764861	0.03864347	0.0039654626	0.0021151956	0.0014171137	0.015016867	0.001042232	0.0031733715	0.05255251	0.048749123	0.03501383	0.11667103	0.4958247	0.09077588	0.07527441
a31	0.021723082	0.102300234	0.012799919	0.08464866	0.027957179	0.42211467	0.023361616	0.041715767	0.09492369	0.033450305	0.028241446	0.029264512	0.041811835	0.023696361	0.011990698
a8	0.0065848622	0.02201981	0.0039761793	0.010721489	0.0186807	0.16348432	0.009061821	0.031066166	0.14261007	0.12699127	0.06429381	0.09642821	0.17772722	0.048462898	0.07789117
a31	0.0043107644	0.016948076	0.0025454669	0.026964193	0.031016717	0.33608836	0.014798222	0.05282692	0.16430908	0.09078459	0.04997068	0.053910207	0.08079713	0.04211974	0.032609954
a20	0.008345862	0.017621191	0.0022926587	0.0067601968	0.016402842	0.17741656	0.005607827	0.030118663	0.18078695	0.13743058	0.06148852	0.08780429	0.15766819	0.04154493	0.068710834
a31	0.004996091	0.015578652	0.00094431103	0.045267772	0.0125285415	0.41765213	0.009535108	0.028922027	0.17661494	0.03609261	0.02783475	0.039953258	0.10645203	0.061360914	0.016266793
a13	0.008351083	0.01216186	0.0011260342	0.0045048585	0.009901898	0.114372745	0.0034044595	0.023430442	0.2645907	0.13477387	0.051511735	0.080514304	0.19713847	0.042823233	0.051394314
a18	0.002775781	0.009794876	0.0008043878	0.042819884	0.012238526	0.27345273	0.009882174	0.027601346	0.22638851	0.03945421	0.025444128	0.046154853	0.18985291	0.07524095	0.018094778
a31	0.0029536264	0.017946158	0.0015202089	0.04781414	0.012369926	0.17412978	0.009909802	0.029315231	0.2419072	0.045403432	0.023831455	0.043595172	0.24054047	0.09153137	0.017232098
a20	0.00854193	0.02386979	0.0026486071	0.0033405272	0.008304365	0.04196878	0.002860677	0.022160785	0.30290595	0.1285125	0.035746362	0.062239572	0.27467006	0.04462042	0.037609708
a39	0.0018095965	0.015321179	0.001825769	0.045062665	0.0068024616	0.10693184	0.006909631	0.013970996	0.110078886	0.03104935	0.016528541	0.048667375	0.42867744	0.14143533	0.024928972
a13	0.003834814	0.020830777	0.002516228	0.027000656	0.004690362	0.057779	0.004021822	0.01148361	0.124399	0.05705324	0.026748871	0.0679016	0.42588633	0.13671613	0.02913761
a31	0.0069931247	0.031405877	0.003479055	0.025014153	0.0052152765	0.051189963	0.0039549554	0.0132545	0.13679762	0.066700965	0.03763353	0.08060384	0.3572013	0.14890349	0.031652357
a18	0.011945261	0.039682545	0.0060188286	0.0014551231	0.0026905187	0.011323297	0.0011088493	0.0065740175	0.13288364	0.14404443	0.03957153	0.09342993	0.4095843	0.052199118	0.047488622
