 	può	che	sono	ancora	svegli	</S>
a31	0.0009524113	0.068365805	0.112622455	0.1107591	0.64069724	0.066602916
a7	0.00033865465	0.011463365	0.01315502	0.08733582	0.8222892	0.06541796
a31	0.00033065834	0.008367363	0.0083495565	0.09156854	0.80586886	0.08551501
a7	0.00025939173	0.0016177658	0.0019148056	0.053878684	0.8933726	0.048956744
a31	0.00024309683	0.0051632193	0.009229379	0.08262108	0.7908934	0.11184985
a37	0.0017048385	0.010729813	0.035267834	0.09758924	0.7754741	0.07923413
a31	0.00048510343	0.012466004	0.049677875	0.12821245	0.6629418	0.14621678
a39	0.0043425662	0.028653122	0.18750344	0.16654667	0.52560794	0.08734622
a31	0.0016853935	0.015793655	0.10865188	0.20127262	0.56174326	0.11085323
a20	0.017524248	0.07437237	0.46131605	0.2210571	0.19590573	0.029824475
a31	0.00425874	0.0088509135	0.043917466	0.20014	0.655688	0.08714491
a46	0.1720075	0.2670027	0.2828367	0.10402079	0.15645145	0.017680852
a8	0.004546398	0.006338095	0.030108217	0.20099892	0.67055887	0.08744948
a46	0.011872799	0.011536015	0.031120222	0.18435211	0.6754593	0.08565945
a8	0.007581042	0.007766567	0.025680648	0.19439022	0.68479216	0.0797893
a31	0.0112280315	0.011486155	0.03752359	0.2017945	0.6637221	0.07424564
a20	0.23500054	0.18174358	0.16175759	0.122977905	0.26863804	0.029882379
</S>	0.006405741	0.006972258	0.024472488	0.20452571	0.68232673	0.07529708
