 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.011112232	0.5970665	0.14186443	0.016538177	0.012349486	0.16179593	0.052406263	0.0068669617
a23	0.19752383	0.3561286	0.16576372	0.025293997	0.0109460335	0.060672313	0.17463247	0.0090389885
a31	0.036346372	0.11144179	0.056712244	0.013747608	0.017662568	0.19621249	0.5177634	0.050113574
a8	0.023751773	0.49180076	0.23030484	0.020064829	0.006263215	0.10676435	0.112991154	0.008059053
a20	0.0111735985	0.15893841	0.04170509	0.0039717476	0.008507424	0.24706681	0.47968403	0.048952945
a24	0.010776548	0.8058555	0.06141993	0.0019791352	0.0011620746	0.028580386	0.08807897	0.0021474953
a31	0.015298931	0.7419028	0.106589	0.00782663	0.0044964016	0.047794823	0.068266325	0.007825108
a20	0.010482692	0.40952826	0.113732845	0.014645377	0.028581867	0.36502752	0.046903927	0.011097422
a31	0.041686833	0.79853827	0.08171984	0.004383857	0.0023136986	0.015820121	0.052681793	0.0028554662
a37	0.0072025196	0.58953655	0.097237684	0.011111497	0.01605503	0.22864078	0.04352252	0.006693438
a41	0.021385606	0.82343435	0.07435722	0.005031326	0.0024011675	0.013742208	0.057115395	0.002532635
a37	0.024154907	0.8723497	0.08444128	0.0043593775	0.00075347716	0.0034263926	0.00999965	0.0005151678
a13	0.021139702	0.8719346	0.085829	0.0053391713	0.00094198796	0.0038338804	0.010289456	0.00069216575
a38	0.015888978	0.85783243	0.101713754	0.00806231	0.0013970109	0.0044974494	0.009684248	0.00092370115
a35	0.018174091	0.8081781	0.12705411	0.015567675	0.0034207166	0.009357397	0.015545065	0.0027028192
a39	0.009231625	0.8003261	0.14262244	0.016716532	0.0039327852	0.00918146	0.015199315	0.002789801
a35	0.008412337	0.71004415	0.18085234	0.031467687	0.009716989	0.019280745	0.0318678	0.008357963
a20	0.007367604	0.6493203	0.21015769	0.04284338	0.014754285	0.025198825	0.038983848	0.011374042
a31	0.00952421	0.5694438	0.22784673	0.06289151	0.02373305	0.03736905	0.051418006	0.017773656
a46	0.010865516	0.63227737	0.23367411	0.02226114	0.017121483	0.046457272	0.03324447	0.0040986696
a37	0.009194701	0.5452117	0.254427	0.07443495	0.025901664	0.039989244	0.036223937	0.0146169
a17	0.007996605	0.51628387	0.25498733	0.08207741	0.03377089	0.052996304	0.03650121	0.015386319
a31	0.007780038	0.51637715	0.26257297	0.07099263	0.03286497	0.06098073	0.035143316	0.013288194
a20	0.015479551	0.5892276	0.20160824	0.01596411	0.018625826	0.10382865	0.049854007	0.005411978
a39	0.0064070136	0.4929219	0.27161402	0.08340388	0.032090653	0.06952544	0.030726116	0.01331102
a31	0.006278605	0.48885357	0.2718526	0.07264628	0.034020975	0.08847053	0.027789056	0.010088261
a33	0.01435122	0.5257031	0.15450779	0.012438851	0.019286007	0.18359438	0.08431497	0.0058037196
a21	0.005950063	0.42918253	0.23624492	0.063528776	0.04506883	0.15823074	0.049530264	0.012263901
a31	0.0052747237	0.43646982	0.2561627	0.069192074	0.042096723	0.14559208	0.03491407	0.010297727
a29	0.012528542	0.44321594	0.107533194	0.009724968	0.01886531	0.2543216	0.14728469	0.0065258583
a31	0.004865172	0.41964772	0.24406938	0.07114143	0.046236206	0.15039507	0.048781265	0.014863716
a8	0.0117499055	0.40606123	0.08938296	0.0088277925	0.018276345	0.2767473	0.18222359	0.006730879
a31	0.0049870736	0.38577664	0.21318048	0.058201525	0.050668713	0.20641232	0.065900505	0.014872745
a17	0.010728434	0.3592049	0.07319732	0.0077591585	0.017487492	0.288321	0.23568368	0.007618086
</S>	0.0049520303	0.3786317	0.207314	0.055150393	0.049987	0.21779634	0.07114866	0.015019845
