 	è	che	stanno	ancora	alzati	</S>
a20	0.0025303857	0.0064832442	0.42632863	0.5311912	0.032518167	0.0009483736
a31	0.6156131	0.07734082	0.13358192	0.17000444	0.0027109513	0.00074870966
a20	0.16146776	0.080561295	0.3360514	0.38778225	0.03170067	0.0024366346
a31	0.0996634	0.03326804	0.22112207	0.639165	0.005984368	0.000797163
a20	0.06774355	0.029822417	0.48165286	0.3850552	0.03470222	0.0010238094
a28	0.008317017	0.010526422	0.31142274	0.6669579	0.0018830558	0.0008928862
a31	0.031957135	0.02844181	0.6288048	0.3092725	0.0012377035	0.00028603207
a29	0.0041326946	0.003482651	0.3796168	0.6011846	0.0105855465	0.0009977248
a46	0.0060520764	0.009837815	0.44897184	0.5327771	0.0014819884	0.0008791785
a31	0.016284332	0.02264312	0.67913264	0.2794458	0.0017852066	0.00070890103
a20	0.0028687778	0.002532028	0.5083149	0.48515132	0.001080007	5.298215e-05
a31	0.0018340739	0.0031030078	0.42818373	0.5497193	0.010790555	0.0063693514
a39	0.009871267	0.0046646823	0.5949069	0.38974124	0.0007701972	4.5678913e-05
a20	0.008723079	0.0053643994	0.38202596	0.5803859	0.01680164	0.0066990047
a8	0.008816252	0.008560274	0.5310833	0.41884091	0.026606636	0.0060926573
a20	0.0047851857	0.006287669	0.6845082	0.27284637	0.030473923	0.0010986751
a24	0.003212129	0.006352733	0.6860075	0.2638741	0.03887794	0.0016755267
a46	0.0030040576	0.005264455	0.6854597	0.2672862	0.03809718	0.0008884437
a8	0.0024370637	0.005068936	0.6597258	0.28572428	0.04579199	0.0012519042
a23	0.002713663	0.0049273404	0.64578027	0.29742077	0.04791008	0.0012479231
a8	0.0030949432	0.006009969	0.685126	0.2571192	0.04711645	0.0015333431
</S>	0.003956344	0.0073810476	0.7002867	0.24223422	0.044128794	0.0020128556
