 	il	ladro	è	entrato	da	qui	</S>
a31	0.004033689	0.5689214	0.017347045	0.34129864	0.016418157	0.048405334	0.0035756668
a17	0.0021122484	0.061141394	0.0036276379	0.4561119	0.0051959623	0.46503606	0.0067748125
a37	0.000800743	0.08112434	0.0010404519	0.5118657	0.005952112	0.38495678	0.014259854
a35	0.0005045462	0.17368689	0.00082652306	0.5165622	0.012100287	0.2766826	0.019637018
a18	0.0008932209	0.22258818	0.0030075896	0.49003693	0.021238413	0.23504023	0.027195377
a31	0.0027773737	0.2683265	0.00405428	0.4014708	0.0218019	0.27427688	0.027292287
a24	0.001980274	0.48020265	0.013535905	0.42879722	0.022291439	0.04742803	0.0057645696
a31	0.0009648939	0.23056714	0.0052004983	0.4292057	0.033863124	0.25796095	0.042237703
a16	0.001760473	0.466253	0.023519134	0.4016965	0.043392446	0.051962916	0.011415568
a31	0.00028750917	0.13453612	0.0061228774	0.21282947	0.08440943	0.4484605	0.11335415
a46	0.0013539662	0.35452914	0.022400733	0.39714053	0.10584896	0.087290876	0.031435702
a31	0.00010479536	0.041262	0.0012530497	0.14638476	0.052814465	0.65542567	0.10275525
a46	0.0017824874	0.22678575	0.007188633	0.43428135	0.09009497	0.20540817	0.034458697
a31	0.00017398196	0.017742665	0.0005326631	0.13880666	0.019070752	0.7837115	0.03996178
a35	0.0028843647	0.18249263	0.0036173742	0.4011309	0.049742706	0.34244022	0.017691765
a31	0.00041334954	0.018058654	0.00066603255	0.19139625	0.011416632	0.75715846	0.020890638
a8	0.0040197396	0.18192694	0.0036456552	0.39462376	0.039550196	0.36416623	0.0120675
a31	0.00095834694	0.023473693	0.0009926532	0.2006506	0.009944303	0.7481109	0.015869552
</S>	0.0054654544	0.1868366	0.0047204234	0.37586343	0.039143782	0.3762334	0.011736825
