 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.013168196	2.8048862e-05	9.4293595e-05	0.0006411659	0.002204071	0.00025911818	0.0025564611	0.028695093	0.013896078	0.07519761	0.36810023	0.25276947	0.21690923	0.025480967
a27	0.008629662	9.24072e-05	0.00023319812	0.010481636	0.1118132	0.012199252	0.048891287	0.104322605	0.054956798	0.112835884	0.18127911	0.15803538	0.13615766	0.06007191
a20	0.016885946	5.1525134e-05	0.00031937007	0.0064201998	0.13355882	0.0075242473	0.059614826	0.14351021	0.07315318	0.15819196	0.18615061	0.09639507	0.09015866	0.028065436
a31	0.021019176	4.1870324e-05	0.00032061298	0.008623886	0.11261059	0.0055148867	0.05708014	0.2063017	0.05549637	0.14481111	0.1949036	0.08699823	0.08868764	0.017590137
a37	0.02890866	5.008157e-05	7.9978505e-05	0.0031305447	0.07601792	0.0031936837	0.061224442	0.20150016	0.061508954	0.11792197	0.19135322	0.12438679	0.09618046	0.034543138
a31	0.008741067	3.0928342e-05	0.00027631642	0.00782623	0.07135044	0.00400211	0.04141825	0.23947029	0.04787442	0.13475049	0.19234253	0.09986321	0.13246043	0.01959328
a27	0.03381424	5.0668536e-05	7.6143406e-05	0.003141572	0.038859703	0.001974688	0.05705166	0.27143714	0.04731896	0.10396679	0.20204215	0.11514535	0.10133066	0.02379029
a37	0.0034576703	2.270061e-05	0.00024196369	0.009609525	0.049983468	0.0039989594	0.029204207	0.2473145	0.03322163	0.110613585	0.19573425	0.1111398	0.18792565	0.0175321
a31	0.005225731	1.7028402e-05	0.00021511727	0.009250758	0.032408856	0.0036924956	0.02570038	0.20352887	0.034454733	0.117375255	0.25034168	0.1158212	0.18738	0.0145879565
a22	0.027574884	4.6976984e-05	0.00012455077	0.0027638162	0.010266223	0.001418484	0.0326093	0.17834587	0.03273011	0.08818806	0.29890278	0.15465298	0.15362005	0.018755946
a31	0.0013102586	1.48582585e-05	0.00024614017	0.010419006	0.03052505	0.0040921713	0.014200347	0.13209508	0.018510105	0.0811478	0.24554634	0.14585598	0.29699507	0.01904175
a20	0.012462987	3.014349e-05	0.00013383462	0.0013941086	0.0025532192	0.0005273518	0.006889604	0.060769096	0.02393876	0.09885683	0.4390284	0.18827389	0.15158734	0.013554466
a31	0.0010041114	1.1292063e-05	0.00014332322	0.008559696	0.029330356	0.002226564	0.007692691	0.079689294	0.009905121	0.06453946	0.285797	0.15765451	0.3368514	0.01659516
a37	0.0066428534	2.681957e-05	0.00011073592	0.0008859292	0.0015185695	0.0003021282	0.0026146716	0.030101003	0.011909951	0.0806537	0.49709043	0.2002668	0.15885738	0.009018974
a31	0.0010643047	1.2613018e-05	0.00013150163	0.008324895	0.030966839	0.0017364499	0.00606448	0.06561032	0.007255471	0.056719724	0.30110142	0.15381454	0.35241556	0.014781873
