 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.0022291355	0.023778511	0.03142121	0.025530016	0.08710668	0.121230796	0.21421549	0.13312478	0.07808907	0.26994777	0.013326558
a31	0.019171534	0.091594115	0.11564996	0.18610027	0.09296742	0.07762439	0.13349475	0.10652878	0.07169548	0.0882798	0.016893465
a7	0.004771747	0.02887019	0.040269975	0.06793977	0.061280914	0.06588991	0.3178951	0.19252962	0.068286516	0.14002019	0.012246128
a0	0.005350735	0.09268476	0.110822335	0.2063325	0.115849994	0.08536835	0.14341941	0.10211058	0.050229516	0.07416839	0.013663463
a31	0.004727023	0.09103568	0.11876705	0.17936695	0.12860538	0.07192616	0.17042084	0.10125036	0.038803622	0.08352753	0.011569467
a37	0.0054211793	0.029469635	0.03499167	0.04268637	0.050376233	0.06550054	0.28785244	0.2101197	0.07530659	0.19251166	0.005763951
a8	0.0019866747	0.07914484	0.116569825	0.18965095	0.16586164	0.080187246	0.15032628	0.08283818	0.030997688	0.0956234	0.006813202
a37	0.006494113	0.037100375	0.053099614	0.04511197	0.09783162	0.0780123	0.26963532	0.14424242	0.0359245	0.22670174	0.005846042
a31	0.0055255266	0.030366918	0.046786524	0.043938037	0.0914591	0.076811194	0.30271196	0.14266641	0.031611428	0.2234646	0.004658281
a17	0.0033529156	0.063534476	0.09368901	0.060967855	0.18611489	0.11583322	0.12822059	0.09035153	0.04948372	0.2019653	0.006486486
a37	0.0024918695	0.0143686775	0.023526648	0.028145816	0.07265741	0.077295184	0.39796254	0.14584523	0.022548242	0.21184972	0.003308615
a31	0.0051061492	0.016488167	0.026522523	0.020055601	0.066979386	0.08969973	0.31833175	0.15118514	0.038915783	0.2635964	0.003119428
a14	0.0028478634	0.048279602	0.081685275	0.058878016	0.21825284	0.1398839	0.108963825	0.06838456	0.038794268	0.22716184	0.006868066
a3	0.0007878168	0.009107222	0.017209832	0.031060603	0.06216906	0.066838324	0.5150824	0.12794824	0.015197403	0.15292136	0.0016776507
a11	0.0030320243	0.00873091	0.015014126	0.013550389	0.04845547	0.07465085	0.41553038	0.1730349	0.03177342	0.21429875	0.0019287319
a35	0.0027997454	0.005905097	0.010215652	0.009806577	0.033972092	0.058706287	0.4907464	0.18944009	0.028459039	0.16882445	0.0011246057
a8	0.0032606362	0.006949277	0.01155802	0.0098454235	0.039341006	0.069241196	0.45104623	0.19004093	0.033519436	0.18367161	0.0015263075
a23	0.0032727625	0.006793351	0.01129912	0.008145019	0.042400908	0.08138897	0.4166414	0.1942482	0.041811034	0.19240782	0.0015914016
a31	0.0022196933	0.004119852	0.007128664	0.006254535	0.02551569	0.051447842	0.5160949	0.20755914	0.03095043	0.1480351	0.00067414215
a11	0.0029707954	0.028186042	0.05163788	0.03327709	0.1751735	0.16149256	0.1453833	0.080465585	0.041645307	0.273253	0.006514912
a10	0.0007272464	0.0028666896	0.006068959	0.008980128	0.019339161	0.029641857	0.6488653	0.16855557	0.014814194	0.09985426	0.0002867425
a31	0.0006710807	0.0030894233	0.005954295	0.007067213	0.017528674	0.028485756	0.63682884	0.17533684	0.015733212	0.10901467	0.00028995168
a10	0.0015938807	0.018024566	0.03630757	0.030172111	0.1701433	0.15855002	0.16181642	0.07818187	0.034717325	0.30588257	0.0046104197
a35	0.00014863945	0.0013833721	0.003188259	0.005804983	0.011644069	0.017673573	0.7288306	0.13562621	0.008181741	0.08739626	0.0001222719
a20	0.00022001255	0.0015659136	0.0031786049	0.004041455	0.013885337	0.027454296	0.6388946	0.1691803	0.014789508	0.12660752	0.00018243352
a31	9.060348e-05	0.0007459918	0.0016232835	0.0029883615	0.006324913	0.010538663	0.7989259	0.11759167	0.0054132263	0.05568321	7.4299875e-05
a20	0.00065343163	0.008618929	0.018483182	0.02172267	0.13328212	0.12947921	0.20270176	0.07400651	0.025732571	0.38265094	0.002668677
a31	2.0160001e-05	0.00026589527	0.0006651504	0.0018827845	0.0032621773	0.0050178776	0.8815115	0.069019146	0.0024041026	0.035904374	4.6748184e-05
a35	0.00049410964	0.005179119	0.011202532	0.017328018	0.09112846	0.08901526	0.20102645	0.057793833	0.019779745	0.5054966	0.0015558212
a14	8.938467e-06	0.00013868159	0.00036454984	0.001359418	0.0024468906	0.0039200815	0.8766949	0.0543579	0.0018597288	0.05881382	3.5110876e-05
a37	8.38858e-06	0.000110572604	0.00022788795	0.0006677825	0.0017420083	0.0031628793	0.9240221	0.040555764	0.0011573866	0.028314078	3.1147534e-05
a19	5.803917e-06	7.944677e-05	0.00015540689	0.00045317924	0.0012764423	0.002514302	0.93444574	0.03416773	0.00087651075	0.025999287	2.6083786e-05
a28	5.720343e-06	7.472309e-05	0.00015020568	0.000525521	0.001189654	0.0024946241	0.9138865	0.038959406	0.001108762	0.041577823	2.7148651e-05
a21	8.056683e-06	7.259498e-05	0.00012485927	0.0002971612	0.0009392755	0.0018205735	0.9629323	0.015644377	0.0005578113	0.017556455	4.652645e-05
a11	7.5518924e-06	6.0954604e-05	0.00010674244	0.00024538976	0.0008031611	0.0016529196	0.96513444	0.013621301	0.00055173767	0.017770471	4.5268553e-05
a37	1.2769448e-05	8.786861e-05	0.00015373039	0.00032326262	0.0010570376	0.002063509	0.9631614	0.0126907015	0.0006581008	0.019717136	7.4498486e-05
a29	1.7284463e-05	0.00010845453	0.00019949477	0.00041059247	0.0014076292	0.0025953287	0.9574421	0.012855802	0.000750979	0.024124255	8.813802e-05
a18	1.9348832e-05	0.00010721519	0.00020172658	0.00042600813	0.0014190747	0.0025776494	0.9581259	0.012604744	0.00075193436	0.023680758	8.5552965e-05
a31	4.7672467e-05	0.00021512157	0.00042462058	0.00076061446	0.00292538	0.0051779277	0.93593997	0.016640455	0.0014572133	0.036229607	0.00018137094
a20	0.00024598686	0.0015224809	0.0034736486	0.005402002	0.0330397	0.036931723	0.47488365	0.03871292	0.008075817	0.3974899	0.00022214628
a31	0.00010710503	0.00041821506	0.0010169204	0.0023869982	0.0067982096	0.0095511265	0.89109445	0.022471294	0.00260113	0.06328116	0.00027352103
a39	0.00028594624	0.0022640908	0.0047455095	0.0066427453	0.029412651	0.029954638	0.47985873	0.042337228	0.007276711	0.39700785	0.00021389543
a31	0.00015610323	0.000498403	0.0011384864	0.002812051	0.009343413	0.013920045	0.86112094	0.022516679	0.00343331	0.08475672	0.00030376826
</S>	0.00031503342	0.0031736125	0.006135048	0.008367326	0.029792825	0.028412102	0.49276635	0.043814734	0.0070009567	0.37994784	0.00027417974
