 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	2.264972e-05	2.4179652e-05	0.007991543	0.22006631	0.18072043	0.19036235	0.15514387	0.19589068	0.049778
a28	0.0011367056	0.0007466925	0.031903014	0.5056262	0.15837948	0.08855992	0.058552925	0.12215879	0.032936275
a37	0.0009475897	0.0012302507	0.012120796	0.13362081	0.07299767	0.21165456	0.07192162	0.45272493	0.042781822
a20	0.00014731176	0.00022358577	0.00965425	0.17333145	0.098432094	0.23373441	0.1044316	0.33809373	0.041951615
a37	0.00019037118	0.0002732119	0.0062620738	0.38393873	0.15385205	0.14581129	0.061186325	0.2202945	0.028191498
a24	0.00026584373	0.00024101483	0.009884922	0.45078915	0.24754857	0.09376263	0.06377929	0.10546027	0.02826836
a21	0.00014053221	0.00042208543	0.01595635	0.35514614	0.2210701	0.12076534	0.10256154	0.12876126	0.055176653
a28	0.00030963751	0.00034587705	0.0067527774	0.58133364	0.23166831	0.056894384	0.036680568	0.068672314	0.017342526
a24	0.000119626886	0.00029203642	0.002545106	0.7092514	0.1470954	0.042199	0.021035256	0.06737489	0.010087246
a31	4.9378563e-05	0.0002415514	0.0054296385	0.52810377	0.2142406	0.07760513	0.05677753	0.094275706	0.023276797
a20	2.6416681e-05	2.551099e-05	0.015851265	0.17501357	0.22688498	0.20203522	0.15155105	0.20006591	0.02854602
a24	1.33424655e-05	9.564223e-05	0.00020037466	0.9360248	0.022945348	0.009994033	0.004568566	0.02490756	0.0012503697
a20	1.5212751e-05	9.9000565e-05	0.00085253164	0.8088364	0.08681906	0.031131731	0.013781494	0.055936582	0.0025280379
a33	4.885507e-06	3.5671706e-05	0.00041822164	0.88405615	0.025514813	0.024200901	0.013398072	0.05052758	0.0018437457
a20	4.051659e-06	2.108907e-05	0.00060192676	0.7868369	0.020154063	0.04318288	0.014306296	0.13327046	0.0016223072
a31	9.808589e-06	5.3580745e-05	0.0028937801	0.5112175	0.04180825	0.09390469	0.044023197	0.29959965	0.0064896024
a3	1.7969693e-05	2.4564188e-05	0.0014510893	0.23263009	0.015329214	0.08257574	0.0150043005	0.65078545	0.0021816457
a20	1.9240731e-05	2.7454565e-05	0.0055080764	0.32375076	0.040101368	0.09495301	0.039320197	0.48934567	0.0069741393
</S>	2.464924e-05	3.6528087e-05	0.00836279	0.25367084	0.06258706	0.101063624	0.044500407	0.52200615	0.007747919
