 	vuole	vuole	mangiato	caldo	</S>
a37	0.021825016	0.020534785	0.7780124	0.113716036	0.06591178
a31	0.35215217	0.032591403	0.12478212	0.4576065	0.032867763
a41	0.08657206	0.020842567	0.11169144	0.69850403	0.08238997
a31	0.0109789185	0.009103442	0.073160455	0.86041373	0.046343453
a11	0.08330041	0.015909165	0.16638353	0.693772	0.040634833
a20	0.0026156716	0.0027058662	0.043373663	0.90858024	0.042724557
a31	0.008833894	0.0071897516	0.25673845	0.6317533	0.09548456
a18	0.058887895	0.021482209	0.15006344	0.7362191	0.033347297
a31	0.005920977	0.0037560614	0.049655557	0.9015627	0.03910477
a20	0.30821392	0.1906999	0.28164288	0.16777	0.05167337
a21	0.027419847	0.013761883	0.043421444	0.8276639	0.08773289
</S>	0.1876885	0.0677577	0.1987548	0.48587146	0.059927493
