 	qui	dentro	vuole	un	tappeto	</S>
a31	0.36690694	0.15975016	0.00043944365	0.10214487	0.3619453	0.008813369
a18	0.13958183	0.03511424	2.4707537e-05	0.03713691	0.78074616	0.007396134
a10	0.07516893	0.012143578	8.7878025e-06	0.039200652	0.8632371	0.010240992
a31	0.07707394	0.009805688	2.3380457e-05	0.055352814	0.83922184	0.018522335
a14	0.13745579	0.03520996	0.00019957867	0.1619398	0.6479328	0.01726205
a31	0.074929185	0.016987037	1.9245303e-05	0.08253754	0.7918731	0.033653848
a39	0.04200595	0.019722005	0.00010572844	0.3337824	0.58390135	0.020482555
a31	0.008147549	0.0024604523	2.4850788e-05	0.16430038	0.80518794	0.019878821
a39	0.065561	0.016340788	0.00047513845	0.3417142	0.5713874	0.004521477
a33	0.012435905	0.0027435177	0.00046181245	0.1886524	0.78139275	0.014313583
a31	0.05016725	0.008886678	0.0016130653	0.15356627	0.7744176	0.011349164
</S>	0.1740656	0.03995844	0.00226793	0.3003054	0.47696865	0.0064339545
