 	lo	sentii	ee	che	arrivava	</S>
a15	0.004025151	0.00038352568	0.28588334	0.24055408	0.43952173	0.029632188
a31	0.06799808	0.01826478	0.2922285	0.08087634	0.51026344	0.03036889
a46	0.017865816	0.0044198926	0.20300922	0.21833187	0.5352923	0.02108096
a8	0.008850538	0.00087629684	0.47973165	0.13438159	0.34922764	0.026932213
a31	0.00854418	0.0013879845	0.27877405	0.19970524	0.49385262	0.017735958
a23	0.0057699424	0.0008636602	0.4090053	0.21297598	0.36016503	0.011220064
a8	0.00864607	0.0010664747	0.37355742	0.17727417	0.41062954	0.028826348
a38	0.008895796	0.0014489699	0.19696051	0.22277212	0.5501236	0.019799028
a20	0.01410142	0.0018677578	0.16396573	0.17417099	0.62326527	0.022628814
a28	0.009180247	0.0007923844	0.14246798	0.10684593	0.7282339	0.012479642
a20	0.011669715	0.0012326479	0.123512276	0.1297757	0.71736616	0.016443498
a23	0.007304295	0.00051425106	0.09437693	0.0693122	0.82060754	0.007884781
a31	0.012252521	0.0012806118	0.119209334	0.1545639	0.69314617	0.019547477
a29	0.0019116645	0.00018846501	0.2894585	0.24942678	0.44832385	0.010690643
a33	0.0027421564	0.00024161003	0.056094512	0.029243797	0.90860075	0.0030771925
a29	0.0039962525	0.00044742826	0.088155165	0.08102775	0.8189338	0.007439649
a27	0.0010274954	9.667055e-05	0.03368032	0.015191974	0.9485794	0.0014240866
a46	0.00018412324	3.4570963e-05	0.0070202798	0.0028767653	0.9895538	0.00033042204
a20	8.472214e-05	1.7033733e-05	0.008622991	0.0028675976	0.9881087	0.00029901392
a31	2.3896402e-05	7.698189e-06	0.0030175566	0.0017855861	0.9950134	0.00015179826
a7	2.7033992e-05	6.3430057e-06	0.06905654	0.0201556	0.9103757	0.00037878312
a1	1.9295776e-05	1.574638e-05	0.002676216	0.0018327875	0.99524	0.00021596473
a20	1.1212126e-05	8.097663e-06	0.0031410842	0.0015817953	0.9950846	0.00017315698
a31	2.7232165e-05	2.2316452e-05	0.0058052144	0.0038219185	0.98998874	0.00033458736
a20	1.171267e-05	2.7451613e-06	0.012982977	0.0016084355	0.98535305	4.114729e-05
a31	5.553797e-05	4.3109994e-05	0.009284903	0.007187655	0.98308647	0.00034229187
a23	1.211645e-05	2.6427824e-06	0.01997291	0.0018230071	0.97815245	3.684546e-05
</S>	3.187823e-05	2.0299882e-05	0.00843962	0.0054683806	0.9858737	0.00016612273
