 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.036809225	0.02397346	0.0042127366	0.2978948	0.46818435	0.04391305	0.11163525	0.00021013562	0.0024574338	0.008551976	0.0021576206
a17	0.010231685	0.015652379	0.02399013	0.21536507	0.30409238	0.07924936	0.15695542	0.0061554164	0.07669238	0.0886678	0.022947958
a31	0.010225644	0.01608364	0.0143643115	0.22242026	0.35837996	0.042567175	0.14862627	0.0050033606	0.06283921	0.10309335	0.01639677
a17	0.0056980476	0.008825276	0.023840928	0.30271864	0.29274812	0.0778816	0.11878873	0.002518722	0.070899494	0.08811488	0.0079655545
a20	0.0076823686	0.011620885	0.005148989	0.25400487	0.36427358	0.043739684	0.16713476	0.0026673465	0.03949622	0.09061405	0.013617175
a8	0.036569458	0.04651547	0.008072896	0.2906391	0.42526513	0.038989425	0.108304	0.00087155803	0.009054598	0.029613325	0.0061050407
a20	0.034390394	0.05583917	0.040964037	0.35938802	0.3111956	0.07575136	0.089122646	0.0012476828	0.0076841307	0.017362742	0.0070542404
a31	0.17126364	0.1603917	0.03475164	0.26178345	0.28038982	0.032038335	0.03858538	0.00071083877	0.004296865	0.012308051	0.0034803145
a46	0.014157059	0.020663546	0.013499927	0.39304042	0.286182	0.17686851	0.07872083	0.0013078258	0.005281137	0.0068570673	0.0034216412
a31	0.13482706	0.10395572	0.022522455	0.27504	0.3499138	0.028463	0.054955848	0.00054709107	0.0046646693	0.021997817	0.0031126055
a35	0.018425116	0.019166473	0.0075130677	0.3489116	0.35396776	0.13678621	0.10218546	0.0008720532	0.0036371227	0.0056228754	0.0029122254
a33	0.073101856	0.04165943	0.00933282	0.27863812	0.44328633	0.023094248	0.07521927	0.00086126797	0.00600722	0.043848064	0.0049513937
a8	0.06896576	0.050652128	0.027468342	0.43441674	0.32224038	0.033674423	0.042867992	0.00029591337	0.0024577759	0.015101791	0.001858763
a24	0.1241093	0.087428704	0.031157555	0.41383973	0.28050667	0.025700683	0.023611411	0.00022298783	0.001629147	0.010701846	0.0010919691
a27	0.120551005	0.08113389	0.039875463	0.34011683	0.30754316	0.027072297	0.048604313	0.00059849967	0.0034706753	0.028284796	0.0027490372
a31	0.24186513	0.12114216	0.045903955	0.2792762	0.19608477	0.029795896	0.031801462	0.0012039749	0.0056113703	0.043995705	0.0033194073
a10	0.024736112	0.01485056	0.0046499902	0.29723647	0.43481517	0.074398324	0.13301848	0.0009638574	0.0028613533	0.008552118	0.0039175353
a11	0.11313395	0.060367536	0.027487868	0.2925537	0.28867394	0.03179636	0.058053065	0.0033162073	0.013493111	0.100974075	0.010150159
a24	0.087891705	0.05843705	0.03687996	0.34942755	0.25126973	0.041655753	0.051428962	0.003870469	0.013486955	0.0951181	0.0105338
a28	0.07584995	0.046361607	0.024939913	0.36755666	0.32593164	0.02760623	0.041794296	0.0032008316	0.010744612	0.06545609	0.010558212
a31	0.043110345	0.043054592	0.048210513	0.34216702	0.23940836	0.060001474	0.062365618	0.008666614	0.02318368	0.10769763	0.022134116
a46	0.0429433	0.023687543	0.0069601573	0.33025247	0.49469796	0.03896639	0.052649353	0.00052463193	0.0013617537	0.005376285	0.0025802562
a31	0.02767156	0.028492885	0.056475732	0.34064132	0.23127885	0.08948285	0.06614927	0.010950118	0.027745875	0.09185086	0.029260615
a26	0.06811916	0.03687542	0.0074563213	0.3168315	0.49004793	0.035319794	0.03771206	0.00035453818	0.0012095724	0.00440369	0.0016700634
a31	0.027341995	0.022122668	0.03732387	0.3211441	0.25276774	0.11716886	0.08086872	0.008549615	0.028335975	0.078008145	0.02636828
a46	0.09505795	0.05151139	0.0071883085	0.25730583	0.49737048	0.03419874	0.0497031	0.0002695203	0.0015492954	0.0043646474	0.0014807743
a20	0.021073889	0.01898102	0.022426598	0.21250145	0.29463518	0.11437014	0.14798267	0.005970012	0.05119383	0.08259803	0.028267186
a35	0.015334656	0.017968304	0.038797386	0.32870752	0.24293815	0.15912008	0.0928655	0.0063549774	0.028784376	0.04965878	0.019470261
</S>	0.021403564	0.022960832	0.04033673	0.37309012	0.24518494	0.17118745	0.06683175	0.0038194843	0.016298866	0.027465545	0.011420765
