 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.009065451	0.00053689454	0.05642997	0.53620154	0.2844835	0.10624513	0.007037526
a31	0.29564023	0.007279842	0.023519354	0.32015848	0.17379545	0.09474439	0.08486224
a17	0.038438227	0.0074441326	0.07139994	0.50989103	0.22182943	0.1360001	0.014997159
a11	0.0063580526	0.00019945994	0.030836448	0.4448137	0.3385228	0.15839514	0.020874387
a31	0.032639768	0.0008434663	0.049929712	0.5189678	0.28649727	0.09384473	0.017277254
a20	0.0019346783	0.000101678255	0.08437503	0.59253347	0.23309384	0.08372689	0.004234453
a31	0.039440293	0.0004918432	0.034417726	0.4787252	0.30851188	0.10743159	0.0309815
a37	0.0020177765	9.436497e-05	0.0982121	0.6367055	0.19819099	0.06165864	0.0031205846
a24	0.0068942835	6.7673056e-05	0.021907046	0.58073384	0.28289038	0.07777716	0.029729571
a28	0.013175367	0.00025945716	0.033942632	0.58375305	0.2670461	0.06925216	0.032571256
a31	0.017015424	0.0011695812	0.05328216	0.52929467	0.27064586	0.09519689	0.0333955
a24	0.0033822856	7.287811e-05	0.030617474	0.79531914	0.13670963	0.025736148	0.008162553
a35	0.009080881	0.0013115457	0.057768017	0.42054763	0.23975824	0.14262824	0.12890543
a31	0.00821756	0.0037985598	0.1933112	0.4842044	0.1665738	0.1000372	0.0438573
a20	0.009006495	0.00027332598	0.03701043	0.62802273	0.22386868	0.08129382	0.020524494
</S>	0.005398723	0.003910846	0.1742057	0.3687527	0.22696993	0.16584285	0.054919336
