 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.06559166	0.0002902214	0.48725486	0.025017755	0.0036272747	0.3901196	0.028098686
a46	0.5029767	0.00011878448	0.089443214	0.09732762	0.0005015093	0.2563382	0.053294007
a31	0.055543337	3.241823e-05	0.09815702	0.10296992	0.00064580515	0.69108063	0.05157088
a17	0.029797357	1.8081051e-05	0.030352257	0.016225839	0.0003905131	0.9001658	0.023050193
a37	0.00956258	1.3792436e-05	0.07608789	0.058398016	0.0005574493	0.8027619	0.05261843
a31	0.058322385	7.797199e-05	0.29028383	0.12767476	0.0033175126	0.47387803	0.046445508
a39	0.02979716	0.00017059196	0.2437174	0.029728739	0.0013008175	0.6582077	0.037077494
a31	0.04310226	7.420699e-05	0.45104426	0.17091021	0.0035579312	0.28449586	0.046815313
a37	0.02034369	0.00030844426	0.5202678	0.05244904	0.0015213887	0.36437425	0.040735386
a31	0.005341356	7.765233e-05	0.36150327	0.08215213	0.0024309182	0.488566	0.059928644
a46	0.12940095	0.0038751387	0.61667097	0.031706605	0.0004783522	0.20381162	0.014056322
a31	0.008137324	0.00040888847	0.2163014	0.05412828	0.0018932289	0.6537866	0.065344304
a46	0.3525434	0.009510675	0.4346267	0.021512717	0.0011536868	0.16922928	0.011423483
</S>	0.019084854	0.001350407	0.20012671	0.04621736	0.0046733953	0.6731599	0.05538736
