 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.011517387	0.018426877	0.008094472	0.0333266	0.3585121	0.28990227	0.27069658	0.009523776
a31	0.14150673	0.08124738	0.042531688	0.056370914	0.20361643	0.31579736	0.12736468	0.031564787
a37	0.020141581	0.012198687	0.010415582	0.03531553	0.2521327	0.560799	0.09656588	0.0124310525
a20	0.20305456	0.0338954	0.011898769	0.030584538	0.19651446	0.21100363	0.29584682	0.01720186
a31	0.13366525	0.033921186	0.008124851	0.02209779	0.26314765	0.33676973	0.18777157	0.014501914
a7	0.014083391	0.008008381	0.009974341	0.038671326	0.30456746	0.39956555	0.21282378	0.012305731
a10	0.20489708	0.03714967	0.008180105	0.0235927	0.22433537	0.20190656	0.28570673	0.014231854
a41	0.021541175	0.016023515	0.0083676195	0.03529302	0.36076555	0.39197084	0.15211461	0.013923666
a37	0.020886183	0.019465446	0.010255579	0.039800193	0.33926705	0.43920583	0.11674045	0.014379237
a14	0.017150057	0.01989525	0.010624833	0.03833756	0.32338604	0.48928845	0.089629	0.011688817
a31	0.01836413	0.017462559	0.0066635255	0.02355442	0.30884218	0.5506594	0.067305386	0.007148367
a20	0.011806235	0.021811854	0.009826583	0.04069022	0.38260505	0.26746053	0.25322363	0.0125758555
a31	0.030429348	0.010126453	0.0013292703	0.004813504	0.21082829	0.71068966	0.030764442	0.0010190193
a37	0.008168908	0.0156102795	0.0053405305	0.027044522	0.407121	0.30174387	0.22796163	0.007009274
a7	0.016764678	0.0033367882	0.00026072896	0.0015926905	0.22895321	0.72004414	0.028566564	0.00048118096
a10	0.0056529813	0.0012266339	0.0001396865	0.0011215593	0.22674063	0.74043894	0.024351468	0.00032816408
a7	0.008706243	0.002102414	9.840208e-05	0.00080226554	0.33146492	0.5917883	0.06461791	0.00041954344
a39	0.010869557	0.0008197569	3.9921233e-05	0.00029496517	0.27602556	0.6562294	0.055450734	0.00027008902
a10	0.010641065	0.00077842304	4.2355114e-05	0.0002580886	0.28430822	0.6550262	0.048703577	0.00024206298
a32	0.015644552	0.0012934309	9.095984e-05	0.0004959454	0.34492987	0.5603425	0.07687067	0.0003321029
a19	0.019426564	0.0018460774	0.00012209747	0.0005133544	0.3794479	0.50830865	0.09003171	0.0003036419
a31	0.013454609	0.001965238	0.00010060598	0.00045761073	0.36283496	0.5608	0.060117625	0.00026925793
</S>	0.0076779393	0.0042667976	0.00025309186	0.0011172491	0.4018666	0.5121671	0.07208002	0.0005712201
