 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a20	0.2140397	0.09878175	0.037555665	0.18346937	0.12602536	0.1950051	0.0013395788	0.01576426	0.0002417704	0.031573474	0.075703934	0.015784765	0.0047152345
a31	0.18227424	0.13652542	0.03547047	0.051284116	0.050670106	0.49185	0.00041361357	0.03560064	2.8318844e-05	0.011164399	0.0011544782	0.002474071	0.001090068
a37	0.08850325	0.19338152	0.2520528	0.13820511	0.05542693	0.13826075	0.00022499803	0.016830232	8.6413536e-05	0.06213548	0.021484487	0.024260761	0.009147314
a31	0.120591484	0.063125946	0.016627342	0.026143512	0.020651888	0.58366925	0.00020295448	0.023514228	3.49985e-05	0.085168675	0.00862256	0.042542063	0.009105088
a7	0.10293579	0.12170959	0.070345856	0.20178457	0.08563989	0.26237777	0.000305268	0.005258361	5.539629e-05	0.065568924	0.06063151	0.018447127	0.0049399915
a31	0.077895306	0.02919784	0.0155836865	0.033622622	0.020709708	0.68035185	0.00018388568	0.027500007	3.004853e-05	0.06557103	0.012047805	0.03143044	0.005875782
a21	0.047109757	0.029556822	0.018083375	0.11684778	0.061621983	0.34581783	0.00034727345	0.010454662	7.189393e-05	0.07971359	0.26380038	0.02059852	0.005976125
a31	0.04994213	0.025795808	0.027156236	0.074707866	0.036606226	0.5225606	0.00030798189	0.042528536	6.7381276e-05	0.117341295	0.032920748	0.057923857	0.012141398
a24	0.040754694	0.020363702	0.014470315	0.15214352	0.0810446	0.29986918	0.0003865883	0.013160258	8.0573765e-05	0.0738206	0.2830105	0.016350355	0.004545043
a20	0.051679064	0.028886557	0.035912327	0.097084455	0.046656236	0.360268	0.0005397622	0.05754316	0.000125909	0.16263053	0.070870236	0.067191064	0.020612726
a31	0.0546251	0.023990821	0.018636454	0.08110567	0.04702712	0.6381013	0.0004625697	0.0716158	3.1678348e-05	0.042666867	0.008089197	0.010745948	0.0029015432
a39	0.0810163	0.035144083	0.023034198	0.21462886	0.13277602	0.2314337	0.00068588933	0.023069305	6.955453e-05	0.06945237	0.17667654	0.009152472	0.00286067
a3	0.027945857	0.017835492	0.01965601	0.11540518	0.0671162	0.62406343	0.00067163265	0.090337925	3.1968226e-05	0.022598889	0.004599532	0.007303412	0.0024345298
a11	0.020952139	0.021208469	0.02729382	0.17390917	0.07860869	0.596779	0.0003868457	0.06058171	1.5703465e-05	0.010739245	0.0030095812	0.004739889	0.0017758021
a37	0.026218355	0.02834117	0.0283339	0.1855664	0.08149996	0.5868693	0.00042341292	0.045758653	1.9599476e-05	0.007735704	0.0029686734	0.0042864634	0.0019783985
a17	0.04894942	0.049113058	0.030129883	0.2526148	0.10452333	0.475871	0.00037811205	0.023314333	2.0293759e-05	0.006110138	0.003837565	0.0033225566	0.0018154589
a28	0.07167961	0.06013191	0.026846593	0.33265114	0.16285834	0.32054183	0.00035210818	0.01515692	1.3632068e-05	0.0040117423	0.0032302607	0.0016739866	0.0008519779
a31	0.110163584	0.07900454	0.041902028	0.285634	0.14103441	0.2989355	0.00084369135	0.01276709	8.499806e-05	0.0098393615	0.011630956	0.004830069	0.003329769
a28	0.024571117	0.013950754	0.013168468	0.25068888	0.19889316	0.40214723	0.0011247465	0.05457856	4.152793e-05	0.024339156	0.012777949	0.0030550626	0.0006633607
a31	0.022531101	0.030360011	0.041584607	0.20360099	0.09172097	0.5361413	0.00059434376	0.025144286	8.4511674e-05	0.0171411	0.012409668	0.012070265	0.0066168625
a16	0.016463192	0.009943547	0.008596785	0.21581997	0.20175377	0.48363492	0.0006087034	0.04390124	1.34733e-05	0.011328847	0.006103197	0.0015351375	0.0002972304
a31	0.006138187	0.005872444	0.0126141915	0.069953576	0.06481904	0.7535267	0.0005315416	0.039443556	8.712324e-05	0.014027496	0.008913923	0.015240271	0.008832008
a0	0.014023586	0.008588745	0.0061061485	0.19054474	0.19983767	0.531955	0.00041662971	0.035610184	8.516775e-06	0.006930763	0.0047091036	0.0010522096	0.00021671505
a18	0.004584017	0.0039910586	0.008154946	0.07255164	0.047805898	0.7995713	8.521901e-05	0.018770471	2.2066164e-05	0.01652045	0.014009713	0.010473644	0.0034596138
a31	0.004278937	0.004376722	0.0120353205	0.08696858	0.048585583	0.7348244	0.0001246928	0.020563379	4.3836957e-05	0.03379285	0.031878382	0.017170895	0.0053564077
a8	0.009559317	0.0049922355	0.0021370584	0.102489546	0.110214755	0.741679	0.00020936392	0.016239807	7.920814e-06	0.005535585	0.005889768	0.0008960261	0.00014952436
a31	0.0036921895	0.003047569	0.004143836	0.034586478	0.018476598	0.88961285	6.3130414e-05	0.009313434	1.5280548e-05	0.017382909	0.01399807	0.0047188574	0.00094890944
</S>	0.0088928575	0.004495756	0.0016489526	0.07257406	0.07358082	0.81389505	0.00019957084	0.011347723	9.881975e-06	0.0057309656	0.006522963	0.000959855	0.00014152582
