 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
a23	0.00074616534	0.00088066794	0.07457994	0.16035861	0.0991572	0.3362112	0.25538382	0.06944776	0.0032345806
a31	0.01430156	0.026225967	0.24886219	0.31374294	0.06301911	0.15264645	0.09803798	0.062561885	0.020601965
a38	0.004312077	0.010729009	0.2429492	0.27674913	0.11612791	0.14006136	0.13087024	0.065032326	0.01316877
a17	0.0035619065	0.008303168	0.22126573	0.37556925	0.035540618	0.1785655	0.07121735	0.08889579	0.017080635
a31	0.0013484956	0.0050225733	0.23427834	0.2801304	0.049709447	0.21397665	0.101488	0.10414252	0.009903545
a41	0.0027842843	0.0066133877	0.30503744	0.24477276	0.108385056	0.16424195	0.13014892	0.034522194	0.003494014
a17	0.0012592932	0.004123084	0.15080725	0.2656337	0.03977662	0.2599162	0.12482498	0.14239977	0.011259132
a31	0.0021771437	0.0099673625	0.14299569	0.15559945	0.14007324	0.20414792	0.2320084	0.09928891	0.013741789
a0	0.0013409911	0.0041108234	0.23063922	0.16773264	0.104127795	0.24254093	0.1974693	0.049024038	0.0030143827
a31	0.0011815598	0.0037134532	0.08514129	0.20350994	0.069542214	0.27265126	0.20011307	0.15111977	0.013027406
a37	0.0011687216	0.003668794	0.16380548	0.13852626	0.1398478	0.24087425	0.25418496	0.0538709	0.004052796
a10	0.00030556586	0.0007857144	0.03510374	0.20760603	0.027029227	0.41212353	0.1797289	0.1322872	0.005030071
a31	0.00045170312	0.0009888244	0.028981669	0.15318684	0.03581529	0.4527907	0.22675252	0.0981405	0.0028920155
a16	0.0005008538	0.0011334831	0.09769717	0.15081353	0.11482823	0.3009715	0.2758753	0.055054482	0.00312544
a17	5.34679e-05	8.823499e-05	0.0064700977	0.15743689	0.0047500287	0.6360186	0.11172315	0.08206058	0.0013989232
a20	0.00012965333	0.00018333165	0.011047208	0.13627827	0.015018754	0.56519186	0.20223154	0.06874207	0.0011773056
a31	8.1699436e-05	0.00016305308	0.006069239	0.10640034	0.010507938	0.6495256	0.14636469	0.07935815	0.0015293116
a39	0.00011805217	0.00020114932	0.019580012	0.1387032	0.02306578	0.5453534	0.23421048	0.03799279	0.0007750417
a20	4.687833e-05	4.9252285e-05	0.0021454021	0.072957605	0.0020087606	0.8026032	0.0644229	0.055253204	0.0005128427
a31	4.4368448e-05	9.5954e-05	0.0033807114	0.08450266	0.005078184	0.70715755	0.12609531	0.07262418	0.0010211449
a33	0.00023554223	0.00020048801	0.005321288	0.078340515	0.004000824	0.78089374	0.110432066	0.020396061	0.00017941919
a48	0.0002810772	0.00020453347	0.0034588836	0.07444118	0.0031439897	0.8290763	0.054884773	0.03419816	0.00031117513
a31	0.0011504383	0.0031113836	0.034322124	0.12789996	0.021603506	0.6406217	0.115922265	0.053890713	0.0014778825
a19	0.00044546823	0.00030825447	0.005114238	0.050148603	0.0030615474	0.8628495	0.052617993	0.025235604	0.00021877723
a31	0.0007246496	0.001028076	0.013079225	0.09935514	0.007986471	0.75114083	0.05517569	0.06965932	0.0018505714
a37	0.0006764651	0.0004183503	0.005669856	0.075584166	0.0031642981	0.8131048	0.080150194	0.021045849	0.00018598135
a31	0.00081738736	0.0011010211	0.019213257	0.12990835	0.007277086	0.68854654	0.06876951	0.0829122	0.0014546458
a8	0.0005924575	0.0003943636	0.0059982263	0.09524127	0.002752133	0.78495467	0.084390216	0.025473906	0.00020279364
</S>	0.00077505695	0.0007570162	0.0132098915	0.111966364	0.004933819	0.7173211	0.07339463	0.07683332	0.00080875587
