 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.008119441	0.027795762	0.00078175357	0.013702941	0.025293574	0.043576922	0.073748395	0.008827706	0.50657177	0.25914502	0.03023149	0.002205276
a18	0.12541401	0.08664298	0.0008046314	0.004475263	0.01619203	0.070906736	0.14316367	0.0037475869	0.36080685	0.17413566	0.011338191	0.002372393
a31	0.12342467	0.046776213	0.0012028237	0.013071703	0.049009003	0.16462675	0.23279974	0.002084679	0.26179996	0.09189798	0.00795036	0.005356092
a20	0.18446764	0.120079674	0.0031140007	0.0031690306	0.015032913	0.06379865	0.10297054	0.009532613	0.35435557	0.12993686	0.010817458	0.0027250813
a15	0.011113305	0.011921459	0.00040499825	0.011999457	0.12661815	0.30160287	0.3363478	0.0008747224	0.15132257	0.036177766	0.003919946	0.0076969923
a31	0.014927595	0.020076862	0.0006858757	0.01990416	0.15150613	0.23824331	0.2757045	0.0011415661	0.18516943	0.06893232	0.008403307	0.015305041
a20	0.015801685	0.032150738	0.0014137672	0.0077199005	0.032777686	0.070543036	0.10733334	0.009105408	0.48138824	0.21553934	0.02272601	0.0035009414
a11	0.0023874482	0.006551385	0.00012375563	0.018639505	0.19989692	0.2838515	0.32099387	0.00046039675	0.11189995	0.04393062	0.004649102	0.0066156345
a0	0.013629979	0.026855743	0.00046521728	0.030066494	0.21258058	0.27686363	0.304779	0.0007357617	0.08906646	0.03621685	0.0040170974	0.004723211
a41	0.03825656	0.06440879	0.0013933743	0.043572642	0.19699611	0.24558344	0.26704597	0.00132906	0.09184711	0.039332718	0.004787042	0.005447172
a20	0.06887311	0.07877652	0.002465736	0.057091113	0.21036819	0.24254894	0.25420704	0.0012782075	0.05681944	0.021622552	0.0027420106	0.0032071832
a31	0.06006834	0.05580653	0.0023339316	0.06549242	0.24414316	0.25621748	0.25849918	0.0011335894	0.036770027	0.014392188	0.0023760884	0.002766997
a30	0.0076361583	0.019348504	0.0007162719	0.009122514	0.045404054	0.08704324	0.13002019	0.0050161555	0.4367569	0.22875838	0.026560983	0.0036166504
a31	0.008166711	0.012931837	0.00048853434	0.051370453	0.2942195	0.2953548	0.29018483	0.00068981433	0.028273743	0.012622662	0.002762264	0.002934879
a20	0.0047999904	0.011380918	0.0005024902	0.00832004	0.04869471	0.093862504	0.14337333	0.0029440136	0.44415972	0.21844704	0.020579457	0.002935817
a31	0.0012800909	0.0047841375	8.898384e-05	0.017836086	0.2659133	0.3209427	0.3352275	0.0003290414	0.03459014	0.014470935	0.0024033166	0.0021337098
a37	0.0041758367	0.007860928	0.00053523015	0.0076888506	0.05177314	0.11096395	0.17202702	0.0018201253	0.4533641	0.17606963	0.011854244	0.0018669461
a35	0.00041896128	0.0010863873	4.172708e-05	0.004462215	0.19672354	0.34135786	0.3958659	0.00013251028	0.044208296	0.013360763	0.0013200286	0.0010218242
a11	0.0028219342	0.0061710845	0.00023538465	0.0060815294	0.20022768	0.33365336	0.378248	0.0003495334	0.052251976	0.016897509	0.0019150194	0.0011469418
a46	0.004454722	0.015385564	0.00036639682	0.010954387	0.23810486	0.32138503	0.32951573	0.0007353436	0.04999434	0.02222741	0.004145013	0.0027311326
a31	0.007754818	0.030539485	0.00070317514	0.014364528	0.22994074	0.30807546	0.315733	0.0013997878	0.057479467	0.026676854	0.0049132532	0.002419448
a46	0.0062554264	0.0075266045	0.0008515484	0.006238659	0.052297182	0.15943353	0.26015928	0.000999639	0.40362504	0.099010974	0.003046935	0.0005551538
a18	0.0034150064	0.009145363	0.0004032103	0.0071039815	0.19577962	0.3233824	0.34667516	0.00095025403	0.07482677	0.029963639	0.005017935	0.0033367157
a31	0.009047462	0.03654536	0.0013682948	0.009966365	0.16731742	0.27830803	0.30628556	0.0031994036	0.11928373	0.053610343	0.009833485	0.005234549
a1	0.011180727	0.008937886	0.0017842908	0.010563522	0.06153839	0.19993863	0.32320258	0.00096803874	0.3227356	0.05764957	0.0012538959	0.0002469065
a20	0.005648236	0.011728641	0.0008875069	0.0065728435	0.16722664	0.30741674	0.33681068	0.0019440788	0.1102054	0.042081967	0.0060296194	0.0034476747
a31	0.011513724	0.040857863	0.002785932	0.008255389	0.11464189	0.22975504	0.27469298	0.0069829435	0.20593852	0.08586899	0.012833969	0.0058727856
a27	0.016396254	0.009648486	0.0030814628	0.019073064	0.077265404	0.22859834	0.35447606	0.00097478216	0.2537648	0.035773695	0.0007823815	0.00016533134
a31	0.007950019	0.015929217	0.0017710594	0.0061001666	0.12312075	0.25733206	0.30001587	0.0039789826	0.19583212	0.073799916	0.009442232	0.004727629
a46	0.02336179	0.011756399	0.004753564	0.027268868	0.08591725	0.2314325	0.35003686	0.001196344	0.23375674	0.029556507	0.00078134914	0.00018172682
</S>	0.008415912	0.006522878	0.0022207035	0.005511673	0.09526628	0.28340864	0.35349438	0.001910862	0.19883451	0.039564088	0.0027133273	0.002136748
